"geneA","geneB","iRef","GEO","GO","pathW"
"45","3","22","0.9257","0.8548","0.8428","0.8419"
"46","3","24","0.5114","0.8432","0.5197","0.2716"
"47","3","143","0.9684","0.7886","0.7916","0.9661"
"48","3","149","0.9077","0.9535","0.9221","0.8280"
"49","3","307","0.9476","0.5257","0.8553","0.8312"
"50","3","382","0.8784","0.8626","0.6843","0.5419"
"51","3","497","0.5805","0.6748","0.7182","0.8907"
"52","3","503","0.9745","0.8887","0.9263","0.9823"
"53","3","623","0.9355","0.8076","0.4739","0.7824"
"54","3","843","0.8348","0.7496","0.8474","0.5904"
"55","3","1365","0.8579","0.8480","0.9308","0.6858"
"56","3","1489","0.9102","0.8351","0.6626","0.8521"
"57","3","1785","0.7631","0.9230","0.8697","0.8906"
"58","4","8","0.7780","0.8482","0.9330","0.7318"
"59","4","9","0.8387","0.6397","0.9533","0.6622"
"60","4","13","0.8593","0.8132","0.9414","0.9173"
"61","4","15","0.8105","0.9693","0.8756","0.9035"
"62","4","17","0.8662","0.9285","0.9171","0.8647"
"63","4","19","0.9271","0.7527","0.8713","0.7509"
"64","4","20","0.9164","0.8626","0.6702","0.9096"
"65","4","24","0.9151","0.8071","0.6676","0.8619"
"66","4","266","0.4479","0.8601","0.8158","0.5871"
"67","4","562","0.8305","0.8790","0.7842","0.8935"
"68","4","811","0.8823","0.7945","0.5685","0.7100"
"69","4","840","0.7617","0.5365","0.5176","0.8105"
"70","4","1224","0.5750","0.4447","0.2375","0.3624"
"71","4","1276","0.9444","0.9509","0.8754","0.7601"
"72","4","1514","0.8032","0.6282","0.6023","0.6080"
"73","4","1629","0.9165","0.8896","0.9020","0.8565"
"74","4","1694","0.9635","0.9155","0.9498","0.9249"
"75","4","1717","0.8143","0.6698","0.7347","0.8006"
"76","4","1893","0.8211","0.9542","0.9547","0.8950"
"77","4","1999","0.5714","0.7260","0.9801","0.9367"
"78","5","8","0.4728","0.3549","0.4955","0.5843"
"79","5","10","0.6189","0.8269","0.8049","0.9324"
"80","5","15","0.8513","0.9857","0.9576","0.8949"
"81","5","20","0.8082","0.6065","0.6329","0.7164"
"82","5","21","0.8278","0.8361","0.7054","0.8659"
"83","5","23","0.9044","0.7981","0.7294","0.9340"
"84","5","198","0.9690","0.8894","0.9578","0.9743"
"85","5","309","0.8301","0.8346","0.8056","0.9233"
"86","5","994","0.5721","0.1873","0.3024","0.5442"
"87","5","997","0.8727","0.7841","0.8644","0.8067"
"88","5","1000","0.4976","0.3163","0.7306","0.0000"
"89","5","1662","0.8948","0.7751","0.9370","0.6642"
"90","5","1949","0.7563","0.7187","0.6168","0.5156"
"91","6","10","0.5827","0.5909","0.5919","0.5649"
"92","6","14","0.6494","0.4526","0.7487","0.8222"
"93","6","15","0.7106","0.8720","0.9172","0.8139"
"94","6","16","0.7592","0.7534","0.6839","0.7838"
"95","6","19","0.4646","0.4179","0.4103","0.8518"
"96","6","117","0.5709","0.6039","0.9242","0.7697"
"97","6","196","0.8550","0.6558","0.8898","0.7658"
"98","6","327","0.6926","0.8249","0.8581","0.6563"
"99","6","588","0.8715","0.8042","0.6909","0.7147"
"100","6","986","0.9038","0.9505","0.7537","0.9601"
"101","6","1060","0.7261","0.8036","0.8272","0.8767"
"102","6","1380","0.8928","0.7596","0.8379","0.8747"
"103","6","1403","0.7809","0.7906","0.5732","0.7152"
"104","6","1675","0.6515","0.8241","0.5365","0.6292"
"105","6","1884","0.9281","0.9542","0.7381","0.8139"
"106","6","1956","0.4343","0.1390","0.4360","0.2862"
"107","6","1968","0.9478","0.4465","0.6915","0.7634"
"108","7","9","0.9689","0.8861","0.9336","0.8091"
"109","7","10","0.5306","0.4718","0.4163","0.4776"
"110","7","11","0.8460","0.8382","0.8348","0.8726"
"111","7","12","0.4562","0.6037","0.6055","0.5082"
"112","7","17","0.7923","0.3682","0.5220","0.7573"
"113","7","18","0.7188","0.9841","0.7348","0.9579"
"114","7","19","0.9276","0.9767","0.9513","0.8029"
"115","7","20","0.6999","0.4180","0.5839","0.7029"
"116","7","21","0.7583","0.8934","0.9825","0.8273"
"117","7","222","0.6051","0.1871","0.8453","0.1543"
"118","7","259","0.8940","0.6890","0.6752","0.7458"
"119","7","368","0.9353","0.8904","0.8122","0.9583"
"120","7","397","0.9283","0.8732","0.7159","0.8840"
"121","7","403","0.9649","0.7988","0.7431","0.4734"
"122","7","441","0.8135","0.6397","0.4050","0.1321"
"123","7","502","0.6145","0.8455","0.9574","0.9148"
"124","7","705","0.9489","0.9788","0.9808","0.9892"
"125","7","933","0.4817","0.2417","0.3267","0.5271"
"126","7","996","0.8575","0.7407","0.8506","0.6841"
"127","7","1046","0.9748","0.8491","0.9314","0.9807"
"128","7","1059","0.6487","0.4259","0.6568","0.4927"
"129","7","1283","0.9050","0.9488","0.7080","0.8538"
"130","7","1819","0.8113","0.3930","0.6093","0.6914"
"131","7","1925","0.9930","0.9261","0.9777","0.9838"
"132","8","9","0.9517","0.7985","0.5780","0.7097"
"133","8","10","0.5856","0.3640","0.3973","0.3557"
"134","8","12","0.3336","0.4295","0.8096","0.4205"
"135","8","14","0.9145","0.6655","0.7087","0.5352"
"136","8","15","0.6067","0.6120","0.3704","0.7117"
"137","8","16","0.8231","0.7847","0.8520","0.9499"
"138","8","18","0.2557","0.2916","0.6512","0.3406"
"139","8","19","0.7316","0.6990","0.7698","0.7528"
"140","8","94","0.9394","0.9025","0.7932","0.7337"
"141","8","295","0.4051","0.2289","0.5191","0.5064"
"142","8","341","0.7254","0.8656","0.8865","0.9111"
"143","8","398","0.9537","0.9122","0.9459","0.8455"
"144","8","486","0.7982","0.9604","0.8833","0.8221"
"145","8","521","0.7690","0.9262","0.5500","0.7608"
"146","8","550","0.8923","0.8721","0.9507","0.5507"
"147","8","597","0.8340","0.6326","0.8107","0.8877"
"148","8","952","0.7475","0.2028","0.5090","0.5210"
"149","8","1004","0.7781","0.8370","0.3628","0.8354"
"150","8","1187","0.5432","0.7466","0.4153","0.9079"
"151","8","1673","0.6953","0.5713","0.8248","0.6168"
"152","8","1686","0.9853","0.9473","0.9800","0.9422"
"153","8","1741","0.7835","0.7784","0.7384","0.6124"
"154","8","1810","0.8078","0.8121","0.8361","0.5261"
"155","8","1904","0.8050","0.7479","0.9301","0.9149"
"156","9","13","0.9494","0.6711","0.8406","0.8908"
"157","9","14","0.8483","0.8814","0.7595","0.9580"
"158","9","15","0.6722","0.7766","0.8059","0.5346"
"159","9","16","0.9044","0.9169","0.8886","0.9273"
"160","9","17","0.6892","0.7548","0.6074","0.2969"
"161","9","18","0.8903","0.9499","0.7307","0.8221"
"162","9","20","0.8231","0.8579","0.9520","0.5573"
"163","9","21","0.8067","0.9793","0.9814","0.9470"
"164","9","22","0.5699","0.9114","0.7103","0.8412"
"165","9","23","0.8943","0.6380","0.8917","0.6317"
"166","9","169","0.9398","0.9279","0.7609","0.8041"
"167","9","459","0.9599","0.8327","0.9022","0.8640"
"168","9","477","0.8070","0.5759","0.4999","0.5949"
"169","9","618","0.4799","0.4086","0.5510","0.4513"
"170","9","656","0.8720","0.9610","0.9573","0.7048"
"171","9","755","0.8433","0.6879","0.5810","0.9073"
"172","9","1011","0.9679","0.9844","0.8880","0.9679"
"173","9","1150","0.7534","0.9253","0.9568","0.8334"
"174","9","1198","0.7731","0.9817","0.9564","0.7835"
"175","9","1317","0.1663","0.5319","0.2161","0.4836"
"176","9","1354","0.8416","0.8098","0.9155","0.9131"
"177","9","1550","0.5653","0.8622","0.6372","0.7864"
"178","9","1852","0.7062","0.9303","0.5826","0.4465"
"179","9","1934","0.7963","0.9100","0.9766","0.9572"
"180","10","12","0.7911","0.8335","0.6565","0.8606"
"181","10","17","0.3347","0.4671","0.4717","0.4491"
"182","10","19","0.8106","0.7665","0.6364","0.5919"
"183","10","20","0.7850","0.9590","0.9847","0.8547"
"184","10","23","0.9316","0.7369","0.9040","0.7957"
"185","10","24","0.8248","0.9651","0.9668","0.8818"
"186","10","31","0.8721","0.8631","0.9614","0.4982"
"187","10","107","0.6068","0.6105","0.5587","0.6497"
"188","10","199","0.8451","0.6840","0.7389","0.7951"
"189","10","455","0.6503","0.6048","0.5831","0.8881"
"190","10","469","0.7770","0.8341","0.9301","0.7647"
"191","10","843","0.9234","0.9976","0.9769","0.9933"
"192","10","952","0.7905","0.7670","0.9112","0.7306"
"193","10","1040","0.9066","0.9380","0.8257","0.8914"
"194","10","1044","0.8483","0.9060","0.9446","0.9015"
"195","10","1257","0.5785","0.8373","0.7080","0.8173"
"196","10","1364","0.8213","0.9617","0.8900","0.9181"
"197","10","1467","0.7930","0.9413","0.9478","0.7591"
"198","10","1894","0.7769","0.8819","0.7895","0.9255"
"199","11","15","0.4790","0.6401","0.6790","0.8010"
"200","11","19","0.8041","0.8374","0.9323","0.3848"
"201","11","25","0.6399","0.5897","0.3925","0.8082"
"202","11","320","0.8374","0.9483","0.9413","0.8446"
"203","11","445","0.8971","0.8742","0.8718","0.9100"
"204","11","547","0.7222","0.3765","0.7983","0.9303"
"205","11","688","0.3680","0.5308","0.4256","0.5313"
"206","11","768","0.6356","0.8041","0.9126","0.9366"
"207","11","811","0.8252","0.7700","0.9390","0.8817"
"208","11","1076","0.7293","0.4038","0.5702","0.6157"
"209","11","1100","0.8734","0.7098","0.8463","0.8538"
"210","11","1181","0.8541","0.6655","0.3711","0.6732"
"211","11","1412","0.9545","0.8534","0.9424","0.8535"
"212","11","1519","0.6234","0.9420","0.7612","0.6630"
"213","11","1858","0.6255","0.7625","0.6887","0.6301"
"214","11","1902","0.7298","0.8869","0.8982","0.7864"
"215","11","1985","0.9471","0.9860","0.9458","0.9523"
"216","11","1998","0.5153","0.6258","0.6377","0.6797"
"217","12","13","0.6864","0.9305","0.8053","0.8874"
"218","12","17","0.9521","0.9619","0.9509","0.8354"
"219","12","18","0.9539","0.8707","0.9570","0.9402"
"220","12","23","0.7764","0.6485","0.8092","0.6346"
"221","12","25","0.7003","0.7975","0.9651","0.8396"
"222","12","320","0.2070","0.7065","0.3853","0.5425"
"223","12","409","0.6648","0.7644","0.5333","0.8463"
"224","12","814","0.6900","0.5494","0.4431","0.7430"
"225","12","960","0.9762","0.8706","0.9941","0.9315"
"226","12","1330","0.8108","0.4623","0.5098","0.4857"
"227","12","1427","0.9754","0.9715","0.8887","0.5988"
"228","12","1569","0.8725","0.6191","0.7678","0.6769"
"229","12","1837","0.9475","0.8958","0.9136","0.9502"
"230","12","1964","0.7938","0.6862","0.8561","0.7730"
"231","13","14","0.7496","0.2256","0.4603","0.4802"
"232","13","15","0.8465","0.6812","0.8074","0.7549"
"233","13","20","0.7834","0.9002","0.9567","0.8915"
"234","13","21","0.5488","0.7990","0.8982","0.6643"
"235","13","24","0.8507","0.8856","0.9306","0.8622"
"236","13","316","0.8872","0.9081","0.8928","0.8667"
"237","13","371","0.7976","0.6130","0.7246","0.4647"
"238","13","744","0.7442","0.5530","0.8723","0.7639"
"239","13","829","0.8993","0.6353","0.7696","0.7974"
"240","13","927","0.7851","0.8195","0.8921","0.5381"
"241","13","1468","0.9002","0.8309","0.9114","0.8708"
"242","13","1637","0.6661","0.6542","0.8151","0.4790"
"243","13","1744","0.6963","0.9404","0.8899","0.7680"
"244","14","18","0.9511","0.7344","0.8578","0.8407"
"245","14","21","0.5759","0.4721","0.6160","0.4192"
"246","14","22","0.8657","0.8586","0.9554","0.7948"
"247","14","23","0.9216","0.9456","0.8663","0.8713"
"248","14","24","0.5443","0.6695","0.5516","0.6274"
"249","14","25","0.7621","0.5036","0.3747","0.6758"
"250","14","396","0.9058","0.9317","0.8564","0.8324"
"251","14","586","0.9436","0.9279","0.9217","0.7630"
"252","14","1155","0.5904","0.6798","0.5137","0.8684"
"253","14","1366","0.7501","0.8179","0.8591","0.9087"
"254","14","1394","0.4735","0.4468","0.7434","0.4655"
"255","14","1465","0.9095","0.9496","0.9440","0.9429"
"256","14","1567","0.8275","0.8832","0.9783","0.9604"
"257","14","1979","0.8316","0.7917","0.7838","0.7840"
"258","15","17","0.7068","0.9327","0.7959","0.8700"
"259","15","18","0.9906","0.9831","0.9786","0.9752"
"260","15","19","0.7770","0.8587","0.3801","0.5778"
"261","15","182","0.7195","0.4616","0.3686","0.7463"
"262","15","191","0.8932","0.2348","0.9459","0.9162"
"263","15","330","0.9642","0.9772","0.9495","0.8482"
"264","15","372","0.6881","0.4804","0.7441","0.5498"
"265","15","418","0.7985","0.7072","0.7353","0.7699"
"266","15","681","0.8391","0.5872","0.5188","0.8434"
"267","15","1183","0.9315","0.9398","0.7461","0.9075"
"268","15","1508","0.8692","0.9035","0.8540","0.6977"
"269","15","1745","0.7946","0.9140","0.8551","0.4570"
"270","16","19","0.4489","0.8062","0.5597","0.5729"
"271","16","24","0.8906","0.9331","0.9528","0.8623"
"272","16","419","0.3944","0.7422","0.4396","0.6528"
"273","16","528","0.8079","0.7377","0.7713","0.8020"
"274","16","575","0.8330","0.9339","0.7697","0.5919"
"275","16","667","0.7816","0.9299","0.9732","0.8882"
"276","16","668","0.6031","0.6278","0.3307","0.4819"
"277","16","735","0.7124","0.6463","0.9676","0.5368"
"278","16","787","0.9092","0.9212","0.9246","0.8841"
"279","16","939","0.9711","0.9780","0.9099","0.8977"
"280","16","970","0.4481","0.5259","0.8393","0.7620"
"281","16","1043","0.8580","0.9254","0.8907","0.8093"
"282","16","1045","0.6705","0.3731","0.5768","0.9200"
"283","16","1252","0.9172","0.5725","0.7843","0.6541"
"284","16","1341","0.9714","0.9456","0.8435","0.9760"
"285","16","1380","0.8739","0.9292","0.9315","0.9226"
"286","16","1516","0.1496","0.5055","0.4496","0.3627"
"287","16","1764","0.8944","0.9271","0.9157","0.9127"
"288","16","1880","0.3929","0.2972","0.4959","0.3260"
"289","16","1990","0.6365","0.6796","0.4841","0.4621"
"290","17","19","0.5019","0.7346","0.5730","0.7267"
"291","17","20","0.6859","0.6562","0.4471","0.6595"
"292","17","25","0.9825","0.8419","0.9800","0.9303"
"293","17","157","0.8763","0.8622","0.4954","0.8993"
"294","17","240","0.2401","0.4394","0.9083","0.3648"
"295","17","248","0.7317","0.9446","0.9633","0.9816"
"296","17","528","0.9767","0.6540","0.7646","0.8601"
"297","17","716","0.6015","0.4241","0.5444","0.7558"
"298","17","731","0.8141","0.4142","0.7662","0.5016"
"299","17","764","0.9113","0.9312","0.8975","0.6569"
"300","17","1198","0.7916","0.6966","0.9406","0.9368"
"301","17","1223","0.9144","0.7672","0.5633","0.5997"
"302","17","1377","0.8353","0.4689","0.4821","0.4852"
"303","17","1393","0.6364","0.4498","0.9518","0.8980"
"304","17","1433","0.6140","0.8934","0.6413","0.6275"
"305","17","1627","0.6941","0.5692","0.6702","0.8555"
"306","18","23","0.9232","0.9796","0.9852","0.9871"
"307","18","24","0.8772","0.8264","0.8677","0.7958"
"308","18","25","0.5214","0.6538","0.7607","0.7625"
"309","18","99","0.8941","0.8941","0.8966","0.7415"
"310","18","293","0.9233","0.7808","0.8663","0.8313"
"311","18","298","0.7962","0.7864","0.8059","0.5274"
"312","18","489","0.4309","0.8308","0.8222","0.9039"
"313","18","1270","0.9454","0.5051","0.9352","0.8191"
"314","18","1405","0.3606","0.8159","0.2451","0.6884"
"315","18","1511","0.7515","0.9416","0.8985","0.7374"
"316","18","1578","0.6973","0.8261","0.7034","0.6773"
"317","18","1950","0.4725","0.9555","0.7896","0.5057"
"318","19","23","0.6763","0.7648","0.6372","0.7357"
"319","19","330","0.7656","0.8405","0.6657","0.8032"
"320","19","394","0.4782","0.7221","0.9312","0.7955"
"321","19","403","0.8596","0.8607","0.6638","0.6456"
"322","19","543","0.4752","0.3509","0.4016","0.6658"
"323","19","623","0.6510","0.9450","0.5010","0.8887"
"324","19","806","0.8848","0.4353","0.8955","0.7839"
"325","19","937","0.9334","0.9769","0.9084","0.9889"
"326","19","1153","0.7322","0.3346","0.8617","0.3633"
"327","19","1189","0.9481","0.9106","0.8912","0.7822"
"328","19","1190","0.8743","0.8585","0.6630","0.8414"
"329","19","1291","0.6082","0.7855","0.9111","0.9163"
"330","19","1516","0.8261","0.6284","0.8200","0.8200"
"331","19","1965","0.3998","0.6782","0.2058","0.6175"
"332","20","22","0.4640","0.7466","0.8437","0.9416"
"333","20","60","0.8397","0.8405","0.9092","0.8916"
"334","20","163","0.7845","0.9381","0.5988","0.7966"
"335","20","353","0.9393","0.8933","0.9479","0.9725"
"336","20","727","0.7543","0.6938","0.8397","0.8114"
"337","20","905","0.6368","0.6526","0.6055","0.8423"
"338","20","930","0.6056","0.4644","0.8738","0.7903"
"339","20","1679","0.8902","0.9576","0.7955","0.8327"
"340","20","1810","0.8999","0.9483","0.7429","0.7165"
"341","20","1863","0.7539","0.9267","0.8935","0.9126"
"342","21","22","0.8929","0.9131","0.9661","0.7432"
"343","21","136","0.6536","0.9207","0.5339","0.8624"
"344","21","195","0.9269","0.8852","0.9315","0.9456"
"345","21","229","0.9001","0.9296","0.3896","0.6216"
"346","21","243","0.7456","0.7748","0.6119","0.7024"
"347","21","686","0.7462","0.7821","0.7173","0.8815"
"348","21","752","0.8965","0.9525","0.7482","0.7880"
"349","21","795","0.8049","0.6189","0.7911","0.7962"
"350","21","841","0.8890","0.8533","0.7832","0.6968"
"351","21","894","0.7450","0.8118","0.8777","0.7910"
"352","21","905","0.9018","0.7582","0.8692","0.7378"
"353","21","1214","0.8016","0.6860","0.7870","0.9069"
"354","21","1222","0.9792","0.8967","0.8571","0.9184"
"355","21","1363","0.4593","0.6533","0.4542","0.7847"
"356","21","1443","0.6420","0.6359","0.8835","0.8677"
"357","21","1739","0.7865","0.6818","0.9043","0.8881"
"358","21","1826","0.9573","0.9362","0.8347","0.9745"
"359","21","1866","0.8821","0.4308","0.8423","0.8616"
"360","22","23","0.6458","0.7694","0.5827","0.6479"
"361","22","154","0.4340","0.6322","0.5228","0.6004"
"362","22","185","0.7263","0.8888","0.9441","0.7300"
"363","22","545","0.8577","0.8563","0.9651","0.8281"
"364","22","747","0.7103","0.6088","0.5870","0.6617"
"365","22","919","0.9176","0.8823","0.9244","0.9110"
"366","22","1712","0.9796","0.9110","0.8039","0.9614"
"367","22","1853","0.8894","0.9863","0.9784","0.9786"
"368","22","1934","0.8119","0.4711","0.7932","0.8334"
"369","23","739","0.5716","0.8044","0.7182","0.5976"
"370","23","987","0.9223","0.8743","0.6855","0.8979"
"371","23","1579","0.7180","0.3689","0.3280","0.5981"
"372","23","1972","0.2130","0.4319","0.3753","0.3628"
"373","24","48","0.6688","0.5609","0.7628","0.4967"
"374","24","382","0.8821","0.8703","0.7224","0.8926"
"375","24","541","0.8222","0.9317","0.9269","0.6631"
"376","24","965","0.8940","0.9702","0.9311","0.8348"
"377","24","1045","0.9744","0.9571","0.8954","0.9496"
"378","24","1186","0.3486","0.4990","0.7592","0.6606"
"379","24","1196","0.7855","0.6975","0.6954","0.8109"
"380","24","1207","0.4909","0.8520","0.8110","0.4592"
"381","24","1223","0.9254","0.7237","0.7284","0.8792"
"382","24","1329","0.8861","0.8108","0.8722","0.9645"
"383","24","1530","0.9281","0.8179","0.6725","0.6796"
"384","24","1804","0.5779","0.4893","0.4773","0.3241"
"385","24","1912","0.7593","0.6366","0.7802","0.9511"
"386","25","165","0.6865","0.7555","0.8200","0.7430"
"387","25","182","0.7674","0.9060","0.9517","0.9389"
"388","25","286","0.9663","0.9454","0.9141","0.8466"
"389","25","564","0.5715","0.8799","0.8746","0.7339"
"390","25","589","0.7455","0.9054","0.7691","0.8310"
"391","25","608","0.5455","0.7885","0.4001","0.7953"
"392","25","817","0.9524","0.5139","0.9256","0.8784"
"393","25","897","0.9477","0.9670","0.9684","0.6834"
"394","25","1279","0.5693","0.8705","0.8080","0.7838"
"395","25","1478","0.8818","0.8031","0.8568","0.8622"
"396","25","1885","0.7973","0.8219","0.9244","0.7736"
"397","25","1964","0.7540","0.8196","0.8960","0.8266"
"398","26","28","0.8477","0.9169","0.6063","0.5552"
"399","26","30","0.4647","0.6904","0.5255","0.6793"
"400","26","38","0.9351","0.7092","0.8940","0.8376"
"401","26","41","0.4820","0.5245","0.2049","0.6683"
"402","26","42","0.8125","0.7383","0.8441","0.7177"
"403","26","43","0.9697","0.8103","0.6335","0.7905"
"404","26","44","0.7599","0.4289","0.7640","0.8050"
"405","26","46","0.7215","0.3863","0.6130","0.7446"
"406","26","50","0.7472","0.8703","0.7837","0.6452"
"407","26","52","0.8746","0.9599","0.9503","0.9527"
"408","26","114","0.8475","0.8106","0.9043","0.7187"
"409","26","152","0.3674","0.6924","0.7239","0.9479"
"410","26","212","0.8839","0.8867","0.7381","0.5746"
"411","26","312","0.7513","0.8562","0.8924","0.6732"
"412","26","327","0.9336","0.9816","0.8102","0.7456"
"413","26","333","0.8886","0.7811","0.9226","0.8465"
"414","26","411","0.5198","0.8502","0.6083","0.6665"
"415","26","542","0.8684","0.8889","0.7545","0.9249"
"416","26","899","0.9170","0.8954","0.8950","0.9789"
"417","26","1170","0.8115","0.9564","0.9608","0.6969"
"418","26","1238","0.7426","0.4037","0.5809","0.7789"
"419","26","1389","0.8468","0.8082","0.6704","0.5064"
"420","26","1558","0.9333","0.9444","0.9434","0.9594"
"421","26","1733","0.4790","0.8165","0.7319","0.7633"
"422","26","1973","0.7780","0.7888","0.8022","0.8328"
"423","27","31","0.9049","0.7165","0.7621","0.8690"
"424","27","34","0.8253","0.9008","0.8266","0.7800"
"425","27","35","0.7676","0.8686","0.7438","0.6853"
"426","27","36","0.9047","0.8175","0.9441","0.8327"
"427","27","37","0.7520","0.7906","0.8076","0.8756"
"428","27","38","0.8638","0.9396","0.8466","0.8941"
"429","27","39","0.3251","0.6958","0.6675","0.2382"
"430","27","40","0.7455","0.5687","0.3414","0.2805"
"431","27","43","0.8481","0.7787","0.7650","0.7969"
"432","27","47","0.3216","0.6900","0.6708","0.4109"
"433","27","48","0.9738","0.9165","0.7200","0.9428"
"434","27","50","0.8943","0.2754","0.7013","0.7569"
"435","27","52","0.7197","0.7531","0.7389","0.8862"
"436","27","401","0.7771","0.8448","0.7132","0.8819"
"437","27","546","0.6220","0.2318","0.4748","0.4760"
"438","27","744","0.8000","0.4955","0.5170","0.6483"
"439","27","771","0.8246","0.8620","0.7289","0.9389"
"440","27","845","0.9125","0.3801","0.6476","0.6022"
"441","27","1192","0.7905","0.7327","0.7384","0.8478"
"442","27","1224","0.0000","0.2096","0.6074","0.1804"
"443","27","1550","0.8993","0.5588","0.8127","0.8664"
"444","27","1776","0.7701","0.7131","0.8725","0.7996"
"445","27","1932","0.8124","0.7038","0.9416","0.7650"
"446","28","29","0.9396","0.5784","0.7319","0.7599"
"447","28","33","0.6875","0.6439","0.3797","0.6224"
"448","28","34","0.5040","0.7188","0.5580","0.3817"
"449","28","38","0.9549","0.8047","0.9474","0.9783"
"450","28","39","0.9026","0.5478","0.8142","0.4853"
"451","28","42","0.6919","0.7922","0.6293","0.8900"
"452","28","47","0.8831","0.6003","0.8051","0.7898"
"453","28","50","0.5750","0.6964","0.7720","0.6319"
"454","28","191","0.2449","0.3758","0.6236","0.6519"
"455","28","261","0.4406","0.6897","0.7682","0.6866"
"456","28","476","0.1468","0.5363","0.7499","0.3911"
"457","28","543","0.7506","0.5965","0.7575","0.9115"
"458","28","960","0.5364","0.5644","0.7658","0.2825"
"459","28","1237","0.8014","0.7885","0.8947","0.9563"
"460","28","1251","0.3532","0.4196","0.4139","0.0000"
"461","28","1277","0.9212","0.9153","0.8722","0.8477"
"462","29","32","0.5848","0.4807","0.5926","0.7420"
"463","29","33","0.5217","0.4401","0.3799","0.4966"
"464","29","36","0.6118","0.4176","0.6235","0.8595"
"465","29","38","0.7834","0.6669","0.7125","0.7007"
"466","29","39","0.8347","0.6874","0.4723","0.6306"
"467","29","40","0.6967","0.8871","0.8448","0.6405"
"468","29","43","0.5967","0.9107","0.8955","0.6203"
"469","29","46","0.9881","0.9463","0.5124","0.9530"
"470","29","47","0.9379","0.7473","0.9124","0.9018"
"471","29","48","0.8143","0.3549","0.8569","0.5333"
"472","29","49","0.9330","0.7152","0.9681","0.8789"
"473","29","52","0.9648","0.9722","0.8692","0.9331"
"474","29","149","0.5844","0.7583","0.4180","0.8943"
"475","29","679","0.9238","0.9766","0.9430","0.7895"
"476","29","697","0.9853","0.9623","0.9851","0.9869"
"477","29","734","0.7774","0.5475","0.7541","0.9191"
"478","29","791","0.6806","0.6009","0.8365","0.8593"
"479","29","866","0.8784","0.9345","0.8923","0.7160"
"480","29","1025","0.8431","0.6479","0.8042","0.6457"
"481","29","1088","0.8894","0.8863","0.8794","0.8449"
"482","29","1554","0.8549","0.8248","0.9546","0.7895"
"483","29","1857","0.8186","0.8775","0.9659","0.9404"
"484","29","1964","0.5515","0.6188","0.7474","0.8020"
"485","30","31","0.3245","0.4840","0.6689","0.8029"
"486","30","34","0.7338","0.7325","0.7137","0.8197"
"487","30","36","0.9209","0.9349","0.7755","0.9038"
"488","30","39","0.8528","0.6533","0.6159","0.7939"
"489","30","41","0.9691","0.9933","0.8578","0.9279"
"490","30","42","0.9471","0.9446","0.6641","0.7583"
"491","30","44","0.9498","0.9350","0.9666","0.9294"
"492","30","45","0.8364","0.7200","0.7921","0.9192"
