"geneA","geneB","iRef","GEO","GO","pathW"
"175","9","1198","0.1663","0.5319","0.2161","0.4836"
"176","9","1317","0.8416","0.8098","0.9155","0.9131"
"177","9","1354","0.5653","0.8622","0.6372","0.7864"
"178","9","1550","0.7062","0.9303","0.5826","0.4465"
"179","9","1584","0.7963","0.9100","0.9766","0.9572"
"180","9","1590","0.7911","0.8335","0.6565","0.8606"
"181","9","1605","0.3347","0.4671","0.4717","0.4491"
"182","9","1852","0.8106","0.7665","0.6364","0.5919"
"183","9","1934","0.7850","0.9590","0.9847","0.8547"
"184","10","19","0.9316","0.7369","0.9040","0.7957"
"185","10","24","0.8248","0.9651","0.9668","0.8818"
"186","10","31","0.8721","0.8631","0.9614","0.4982"
"187","10","107","0.6068","0.6105","0.5587","0.6497"
"188","10","199","0.8451","0.6840","0.7389","0.7951"
"189","10","340","0.6503","0.6048","0.5831","0.8881"
"190","10","376","0.7770","0.8341","0.9301","0.7647"
"191","10","455","0.9234","0.9976","0.9769","0.9933"
"192","10","469","0.7905","0.7670","0.9112","0.7306"
"193","10","479","0.9066","0.9380","0.8257","0.8914"
"194","10","536","0.8483","0.9060","0.9446","0.9015"
"195","10","843","0.5785","0.8373","0.7080","0.8173"
"196","10","952","0.8213","0.9617","0.8900","0.9181"
"197","10","1040","0.7930","0.9413","0.9478","0.7591"
"198","10","1044","0.7769","0.8819","0.7895","0.9255"
"199","10","1132","0.4790","0.6401","0.6790","0.8010"
"200","10","1257","0.8041","0.8374","0.9323","0.3848"
"201","10","1364","0.6399","0.5897","0.3925","0.8082"
"202","10","1467","0.8374","0.9483","0.9413","0.8446"
"203","10","1678","0.8971","0.8742","0.8718","0.9100"
"204","10","1894","0.7222","0.3765","0.7983","0.9303"
"205","11","19","0.3680","0.5308","0.4256","0.5313"
"206","11","84","0.6356","0.8041","0.9126","0.9366"
"207","11","206","0.8252","0.7700","0.9390","0.8817"
"208","11","320","0.7293","0.4038","0.5702","0.6157"
"209","11","445","0.8734","0.7098","0.8463","0.8538"
"210","11","547","0.8541","0.6655","0.3711","0.6732"
"211","11","688","0.9545","0.8534","0.9424","0.8535"
"212","11","768","0.6234","0.9420","0.7612","0.6630"
"213","11","811","0.6255","0.7625","0.6887","0.6301"
"214","11","1076","0.7298","0.8869","0.8982","0.7864"
"215","11","1100","0.9471","0.9860","0.9458","0.9523"
"216","11","1181","0.5153","0.6258","0.6377","0.6797"
"217","11","1412","0.6864","0.9305","0.8053","0.8874"
"218","11","1490","0.9521","0.9619","0.9509","0.8354"
"219","11","1519","0.9539","0.8707","0.9570","0.9402"
"220","11","1531","0.7764","0.6485","0.8092","0.6346"
"221","11","1573","0.7003","0.7975","0.9651","0.8396"
"222","11","1858","0.2070","0.7065","0.3853","0.5425"
"223","11","1902","0.6648","0.7644","0.5333","0.8463"
"224","11","1985","0.6900","0.5494","0.4431","0.7430"
"225","11","1998","0.9762","0.8706","0.9941","0.9315"
"226","12","320","0.8108","0.4623","0.5098","0.4857"
"227","12","322","0.9754","0.9715","0.8887","0.5988"
"228","12","409","0.8725","0.6191","0.7678","0.6769"
"229","12","498","0.9475","0.8958","0.9136","0.9502"
"230","12","535","0.7938","0.6862","0.8561","0.7730"
"231","12","814","0.7496","0.2256","0.4603","0.4802"
"232","12","960","0.8465","0.6812","0.8074","0.7549"
"233","12","1012","0.7834","0.9002","0.9567","0.8915"
"234","12","1203","0.5488","0.7990","0.8982","0.6643"
"235","12","1330","0.8507","0.8856","0.9306","0.8622"
"236","12","1385","0.8872","0.9081","0.8928","0.8667"
"237","12","1427","0.7976","0.6130","0.7246","0.4647"
"238","12","1541","0.7442","0.5530","0.8723","0.7639"
"239","12","1569","0.8993","0.6353","0.7696","0.7974"
"240","12","1816","0.7851","0.8195","0.8921","0.5381"
"241","12","1837","0.9002","0.8309","0.9114","0.8708"
"242","12","1872","0.6661","0.6542","0.8151","0.4790"
"243","12","1964","0.6963","0.9404","0.8899","0.7680"
"244","12","1979","0.9511","0.7344","0.8578","0.8407"
"245","13","24","0.5759","0.4721","0.6160","0.4192"
"246","13","296","0.8657","0.8586","0.9554","0.7948"
"247","13","316","0.9216","0.9456","0.8663","0.8713"
"248","13","371","0.5443","0.6695","0.5516","0.6274"
"249","13","744","0.7621","0.5036","0.3747","0.6758"
"250","13","829","0.9058","0.9317","0.8564","0.8324"
"251","13","927","0.9436","0.9279","0.9217","0.7630"
"252","13","1113","0.5904","0.6798","0.5137","0.8684"
"253","13","1468","0.7501","0.8179","0.8591","0.9087"
"254","13","1637","0.4735","0.4468","0.7434","0.4655"
"255","13","1744","0.9095","0.9496","0.9440","0.9429"
"256","14","21","0.8275","0.8832","0.9783","0.9604"
"257","14","22","0.8316","0.7917","0.7838","0.7840"
"258","14","25","0.7068","0.9327","0.7959","0.8700"
"259","14","396","0.9906","0.9831","0.9786","0.9752"
"260","14","586","0.7770","0.8587","0.3801","0.5778"
"261","14","1037","0.7195","0.4616","0.3686","0.7463"
"262","14","1155","0.8932","0.2348","0.9459","0.9162"
"263","14","1249","0.9642","0.9772","0.9495","0.8482"
"264","14","1356","0.6881","0.4804","0.7441","0.5498"
"265","14","1366","0.7985","0.7072","0.7353","0.7699"
"266","14","1394","0.8391","0.5872","0.5188","0.8434"
"267","14","1465","0.9315","0.9398","0.7461","0.9075"
"268","14","1567","0.8692","0.9035","0.8540","0.6977"
"269","14","1913","0.7946","0.9140","0.8551","0.4570"
"270","14","1979","0.4489","0.8062","0.5597","0.5729"
"271","15","17","0.8906","0.9331","0.9528","0.8623"
"272","15","19","0.3944","0.7422","0.4396","0.6528"
"273","15","182","0.8079","0.7377","0.7713","0.8020"
"274","15","191","0.8330","0.9339","0.7697","0.5919"
"275","15","330","0.7816","0.9299","0.9732","0.8882"
"276","15","372","0.6031","0.6278","0.3307","0.4819"
"277","15","418","0.7124","0.6463","0.9676","0.5368"
"278","15","629","0.9092","0.9212","0.9246","0.8841"
"279","15","681","0.9711","0.9780","0.9099","0.8977"
"280","15","1142","0.4481","0.5259","0.8393","0.7620"
"281","15","1183","0.8580","0.9254","0.8907","0.8093"
"282","15","1508","0.6705","0.3731","0.5768","0.9200"
"283","15","1745","0.9172","0.5725","0.7843","0.6541"
"284","16","347","0.9714","0.9456","0.8435","0.9760"
"285","16","419","0.8739","0.9292","0.9315","0.9226"
"286","16","528","0.1496","0.5055","0.4496","0.3627"
"287","16","575","0.8944","0.9271","0.9157","0.9127"
"288","16","667","0.3929","0.2972","0.4959","0.3260"
"289","16","668","0.6365","0.6796","0.4841","0.4621"
"290","16","735","0.5019","0.7346","0.5730","0.7267"
"291","16","787","0.6859","0.6562","0.4471","0.6595"
"292","16","939","0.9825","0.8419","0.9800","0.9303"
"293","16","970","0.8763","0.8622","0.4954","0.8993"
"294","16","1043","0.2401","0.4394","0.9083","0.3648"
"295","16","1045","0.7317","0.9446","0.9633","0.9816"
"296","16","1252","0.9767","0.6540","0.7646","0.8601"
"297","16","1341","0.6015","0.4241","0.5444","0.7558"
"298","16","1380","0.8141","0.4142","0.7662","0.5016"
"299","16","1516","0.9113","0.9312","0.8975","0.6569"
"300","16","1546","0.7916","0.6966","0.9406","0.9368"
"301","16","1764","0.9144","0.7672","0.5633","0.5997"
"302","16","1880","0.8353","0.4689","0.4821","0.4852"
"303","16","1895","0.6364","0.4498","0.9518","0.8980"
"304","16","1990","0.6140","0.8934","0.6413","0.6275"
"305","17","157","0.6941","0.5692","0.6702","0.8555"
"306","17","222","0.9232","0.9796","0.9852","0.9871"
"307","17","240","0.8772","0.8264","0.8677","0.7958"
"308","17","248","0.5214","0.6538","0.7607","0.7625"
"309","17","528","0.8941","0.8941","0.8966","0.7415"
"310","17","716","0.9233","0.7808","0.8663","0.8313"
"311","17","731","0.7962","0.7864","0.8059","0.5274"
"312","17","764","0.4309","0.8308","0.8222","0.9039"
"313","17","1173","0.9454","0.5051","0.9352","0.8191"
"314","17","1198","0.3606","0.8159","0.2451","0.6884"
"315","17","1223","0.7515","0.9416","0.8985","0.7374"
"316","17","1340","0.6973","0.8261","0.7034","0.6773"
"317","17","1377","0.4725","0.9555","0.7896","0.5057"
"318","17","1393","0.6763","0.7648","0.6372","0.7357"
"319","17","1432","0.7656","0.8405","0.6657","0.8032"
"320","17","1433","0.4782","0.7221","0.9312","0.7955"
"321","17","1627","0.8596","0.8607","0.6638","0.6456"
"322","17","1635","0.4752","0.3509","0.4016","0.6658"
"323","18","23","0.6510","0.9450","0.5010","0.8887"
"324","18","69","0.8848","0.4353","0.8955","0.7839"
"325","18","99","0.9334","0.9769","0.9084","0.9889"
"326","18","157","0.7322","0.3346","0.8617","0.3633"
"327","18","293","0.9481","0.9106","0.8912","0.7822"
"328","18","298","0.8743","0.8585","0.6630","0.8414"
"329","18","489","0.6082","0.7855","0.9111","0.9163"
"330","18","849","0.8261","0.6284","0.8200","0.8200"
"331","18","1270","0.3998","0.6782","0.2058","0.6175"
"332","18","1331","0.4640","0.7466","0.8437","0.9416"
"333","18","1386","0.8397","0.8405","0.9092","0.8916"
"334","18","1405","0.7845","0.9381","0.5988","0.7966"
"335","18","1511","0.9393","0.8933","0.9479","0.9725"
"336","18","1562","0.7543","0.6938","0.8397","0.8114"
"337","18","1578","0.6368","0.6526","0.6055","0.8423"
"338","18","1640","0.6056","0.4644","0.8738","0.7903"
"339","18","1950","0.8902","0.9576","0.7955","0.8327"
"340","19","23","0.8999","0.9483","0.7429","0.7165"
"341","19","330","0.7539","0.9267","0.8935","0.9126"
"342","19","394","0.8929","0.9131","0.9661","0.7432"
"343","19","403","0.6536","0.9207","0.5339","0.8624"
"344","19","434","0.9269","0.8852","0.9315","0.9456"
"345","19","517","0.9001","0.9296","0.3896","0.6216"
"346","19","543","0.7456","0.7748","0.6119","0.7024"
"347","19","623","0.7462","0.7821","0.7173","0.8815"
"348","19","806","0.8965","0.9525","0.7482","0.7880"
"349","19","937","0.8049","0.6189","0.7911","0.7962"
"350","19","986","0.8890","0.8533","0.7832","0.6968"
"351","19","1083","0.7450","0.8118","0.8777","0.7910"
"352","19","1153","0.9018","0.7582","0.8692","0.7378"
"353","19","1189","0.8016","0.6860","0.7870","0.9069"
"354","19","1190","0.9792","0.8967","0.8571","0.9184"
"355","19","1291","0.4593","0.6533","0.4542","0.7847"
"356","19","1301","0.6420","0.6359","0.8835","0.8677"
"357","19","1360","0.7865","0.6818","0.9043","0.8881"
"358","19","1516","0.9573","0.9362","0.8347","0.9745"
"359","19","1698","0.8821","0.4308","0.8423","0.8616"
"360","19","1965","0.6458","0.7694","0.5827","0.6479"
"361","20","22","0.4340","0.6322","0.5228","0.6004"
"362","20","60","0.7263","0.8888","0.9441","0.7300"
"363","20","128","0.8577","0.8563","0.9651","0.8281"
"364","20","163","0.7103","0.6088","0.5870","0.6617"
"365","20","353","0.9176","0.8823","0.9244","0.9110"
"366","20","727","0.9796","0.9110","0.8039","0.9614"
"367","20","905","0.8894","0.9863","0.9784","0.9786"
"368","20","930","0.8119","0.4711","0.7932","0.8334"
"369","20","1602","0.5716","0.8044","0.7182","0.5976"
"370","20","1679","0.9223","0.8743","0.6855","0.8979"
"371","20","1791","0.7180","0.3689","0.3280","0.5981"
"372","20","1810","0.2130","0.4319","0.3753","0.3628"
"373","20","1822","0.6688","0.5609","0.7628","0.4967"
"374","20","1863","0.8821","0.8703","0.7224","0.8926"
"375","21","136","0.8222","0.9317","0.9269","0.6631"
"376","21","195","0.8940","0.9702","0.9311","0.8348"
"377","21","229","0.9744","0.9571","0.8954","0.9496"
"378","21","243","0.3486","0.4990","0.7592","0.6606"
"379","21","276","0.7855","0.6975","0.6954","0.8109"
"380","21","407","0.4909","0.8520","0.8110","0.4592"
"381","21","628","0.9254","0.7237","0.7284","0.8792"
"382","21","663","0.8861","0.8108","0.8722","0.9645"
"383","21","686","0.9281","0.8179","0.6725","0.6796"
"384","21","752","0.5779","0.4893","0.4773","0.3241"
"385","21","795","0.7593","0.6366","0.7802","0.9511"
"386","21","841","0.6865","0.7555","0.8200","0.7430"
"387","21","894","0.7674","0.9060","0.9517","0.9389"
"388","21","905","0.9663","0.9454","0.9141","0.8466"
"389","21","1015","0.5715","0.8799","0.8746","0.7339"
"390","21","1157","0.7455","0.9054","0.7691","0.8310"
"391","21","1214","0.5455","0.7885","0.4001","0.7953"
"392","21","1222","0.9524","0.5139","0.9256","0.8784"
"393","21","1363","0.9477","0.9670","0.9684","0.6834"
"394","21","1443","0.5693","0.8705","0.8080","0.7838"
"395","21","1739","0.8818","0.8031","0.8568","0.8622"
"396","21","1826","0.7973","0.8219","0.9244","0.7736"
"397","21","1842","0.7540","0.8196","0.8960","0.8266"
"398","21","1866","0.8477","0.9169","0.6063","0.5552"
"399","22","154","0.4647","0.6904","0.5255","0.6793"
"400","22","185","0.9351","0.7092","0.8940","0.8376"
"401","22","545","0.4820","0.5245","0.2049","0.6683"
"402","22","713","0.8125","0.7383","0.8441","0.7177"
"403","22","747","0.9697","0.8103","0.6335","0.7905"
"404","22","919","0.7599","0.4289","0.7640","0.8050"
"405","22","928","0.7215","0.3863","0.6130","0.7446"
"406","22","1356","0.7472","0.8703","0.7837","0.6452"
"407","22","1432","0.8746","0.9599","0.9503","0.9527"
"408","22","1712","0.8475","0.8106","0.9043","0.7187"
"409","22","1753","0.3674","0.6924","0.7239","0.9479"
"410","22","1853","0.8839","0.8867","0.7381","0.5746"
"411","22","1934","0.7513","0.8562","0.8924","0.6732"
"412","23","521","0.9336","0.9816","0.8102","0.7456"
"413","23","739","0.8886","0.7811","0.9226","0.8465"
"414","23","859","0.5198","0.8502","0.6083","0.6665"
"415","23","871","0.8684","0.8889","0.7545","0.9249"
"416","23","904","0.9170","0.8954","0.8950","0.9789"
"417","23","987","0.8115","0.9564","0.9608","0.6969"
"418","23","1074","0.7426","0.4037","0.5809","0.7789"
"419","23","1158","0.8468","0.8082","0.6704","0.5064"
"420","23","1266","0.9333","0.9444","0.9434","0.9594"
"421","23","1302","0.4790","0.8165","0.7319","0.7633"
"422","23","1579","0.7780","0.7888","0.8022","0.8328"
"423","23","1905","0.9049","0.7165","0.7621","0.8690"
"424","23","1972","0.8253","0.9008","0.8266","0.7800"
"425","24","48","0.7676","0.8686","0.7438","0.6853"
"426","24","355","0.9047","0.8175","0.9441","0.8327"
"427","24","382","0.7520","0.7906","0.8076","0.8756"
"428","24","541","0.8638","0.9396","0.8466","0.8941"
"429","24","965","0.3251","0.6958","0.6675","0.2382"
"430","24","1045","0.7455","0.5687","0.3414","0.2805"
"431","24","1186","0.8481","0.7787","0.7650","0.7969"
"432","24","1196","0.3216","0.6900","0.6708","0.4109"
"433","24","1207","0.9738","0.9165","0.7200","0.9428"
"434","24","1222","0.8943","0.2754","0.7013","0.7569"
"435","24","1223","0.7197","0.7531","0.7389","0.8862"
"436","24","1329","0.7771","0.8448","0.7132","0.8819"
"437","24","1442","0.6220","0.2318","0.4748","0.4760"
"438","24","1530","0.8000","0.4955","0.5170","0.6483"
"439","24","1653","0.8246","0.8620","0.7289","0.9389"
"440","24","1666","0.9125","0.3801","0.6476","0.6022"
"441","24","1804","0.7905","0.7327","0.7384","0.8478"
"442","24","1912","0.0000","0.2096","0.6074","0.1804"
"443","25","165","0.8993","0.5588","0.8127","0.8664"
"444","25","182","0.7701","0.7131","0.8725","0.7996"
"445","25","286","0.8124","0.7038","0.9416","0.7650"
"446","25","404","0.9396","0.5784","0.7319","0.7599"
"447","25","564","0.6875","0.6439","0.3797","0.6224"
"448","25","589","0.5040","0.7188","0.5580","0.3817"
"449","25","608","0.9549","0.8047","0.9474","0.9783"
"450","25","817","0.9026","0.5478","0.8142","0.4853"
"451","25","897","0.6919","0.7922","0.6293","0.8900"
"452","25","1279","0.8831","0.6003","0.8051","0.7898"
"453","25","1478","0.5750","0.6964","0.7720","0.6319"
"454","25","1522","0.2449","0.3758","0.6236","0.6519"
"455","25","1582","0.4406","0.6897","0.7682","0.6866"
"456","25","1885","0.1468","0.5363","0.7499","0.3911"
"457","25","1964","0.7506","0.5965","0.7575","0.9115"
"458","26","43","0.5364","0.5644","0.7658","0.2825"
"459","26","52","0.8014","0.7885","0.8947","0.9563"
"460","26","114","0.3532","0.4196","0.4139","0.0000"
"461","26","152","0.9212","0.9153","0.8722","0.8477"
"462","26","212","0.5848","0.4807","0.5926","0.7420"
"463","26","312","0.5217","0.4401","0.3799","0.4966"
"464","26","327","0.6118","0.4176","0.6235","0.8595"
"465","26","333","0.7834","0.6669","0.7125","0.7007"
"466","26","411","0.8347","0.6874","0.4723","0.6306"
"467","26","542","0.6967","0.8871","0.8448","0.6405"
"468","26","707","0.5967","0.9107","0.8955","0.6203"
"469","26","795","0.9881","0.9463","0.5124","0.9530"
"470","26","899","0.9379","0.7473","0.9124","0.9018"
"471","26","1103","0.8143","0.3549","0.8569","0.5333"
"472","26","1170","0.9330","0.7152","0.9681","0.8789"
"473","26","1238","0.9648","0.9722","0.8692","0.9331"
"474","26","1389","0.5844","0.7583","0.4180","0.8943"
"475","26","1558","0.9238","0.9766","0.9430","0.7895"
"476","26","1690","0.9853","0.9623","0.9851","0.9869"
"477","26","1726","0.7774","0.5475","0.7541","0.9191"
"478","26","1733","0.6806","0.6009","0.8365","0.8593"
"479","26","1851","0.8784","0.9345","0.8923","0.7160"
"480","26","1926","0.8431","0.6479","0.8042","0.6457"
"481","26","1973","0.8894","0.8863","0.8794","0.8449"
"482","26","2000","0.8549","0.8248","0.9546","0.7895"
"483","27","31","0.8186","0.8775","0.9659","0.9404"
"484","27","35","0.5515","0.6188","0.7474","0.8020"
"485","27","36","0.3245","0.4840","0.6689","0.8029"
"486","27","37","0.7338","0.7325","0.7137","0.8197"
"487","27","47","0.9209","0.9349","0.7755","0.9038"
"488","27","48","0.8528","0.6533","0.6159","0.7939"
"489","27","50","0.9691","0.9933","0.8578","0.9279"
"490","27","401","0.9471","0.9446","0.6641","0.7583"
