"geneA" "geneB" "iRef" "GEO" "GO" "pathW"
"60" "5" "12" "0.4013" "0.4543" "0.7839" "0.6068"
"61" "5" "13" "0.9521" "0.7860" "0.9442" "0.9202"
"62" "5" "14" "0.5981" "0.8103" "0.6503" "0.9183"
"63" "5" "15" "0.8736" "0.7968" "0.9224" "0.8884"
"64" "5" "16" "0.9021" "0.9497" "0.9265" "0.8751"
"65" "5" "17" "0.4699" "0.8152" "0.5131" "0.7289"
"66" "5" "18" "0.3467" "0.9165" "0.7540" "0.7183"
"67" "5" "19" "0.6235" "0.5741" "0.3974" "0.6679"
"68" "5" "20" "0.3947" "0.5776" "0.4330" "0.5241"
"69" "6" "8" "0.8928" "0.9906" "0.9390" "0.9235"
"70" "6" "12" "0.5278" "0.7388" "0.4102" "0.4361"
"71" "6" "13" "0.8189" "0.9429" "0.9303" "0.7767"
"72" "6" "14" "0.6038" "0.6571" "0.3728" "0.9366"
"73" "6" "15" "0.8046" "0.6572" "0.9247" "0.9315"
"74" "6" "16" "0.9032" "0.7639" "0.9708" "0.8586"
"75" "6" "17" "0.9129" "0.8993" "0.9140" "0.8746"
"76" "6" "18" "0.7259" "0.7749" "0.9018" "0.7980"
"77" "6" "19" "0.5882" "0.5372" "0.6735" "0.6063"
"78" "6" "20" "0.5849" "0.8013" "0.4662" "0.7850"
"79" "7" "13" "0.9500" "0.5962" "0.4773" "0.9465"
"80" "7" "14" "0.6797" "0.8987" "0.7982" "0.8005"
"81" "7" "15" "0.6227" "0.8240" "0.7984" "0.5121"
"82" "7" "16" "0.8570" "0.9629" "0.8867" "0.9148"
"83" "7" "17" "0.8908" "0.4837" "0.5133" "0.7929"
"84" "7" "18" "0.2224" "0.7091" "0.7510" "0.3628"
"85" "7" "19" "0.5976" "0.8620" "0.4496" "0.7294"
"86" "7" "20" "0.8081" "0.8250" "0.7521" "0.9301"
"87" "8" "12" "0.8086" "0.9043" "0.9241" "0.9511"
"88" "8" "14" "0.8243" "0.5309" "0.4071" "0.6904"
"89" "8" "15" "0.8808" "0.9665" "0.9213" "0.7660"
"90" "8" "16" "0.8042" "0.8305" "0.6565" "0.5880"
"91" "8" "18" "0.6964" "0.5585" "0.8998" "0.5513"
"92" "8" "19" "0.9175" "0.6548" "0.3036" "0.7129"
"93" "8" "20" "0.9388" "0.6398" "0.6620" "0.4833"
"94" "9" "11" "0.8732" "0.6219" "0.6506" "0.5914"
"95" "9" "13" "0.8734" "0.9253" "0.6060" "0.7892"
"96" "9" "15" "0.7582" "0.9027" "0.8961" "0.9034"
"97" "9" "18" "0.9726" "0.9286" "0.8648" "0.9484"
"98" "9" "20" "0.7970" "0.8126" "0.7182" "0.8357"
"99" "10" "13" "0.8849" "0.7166" "0.4190" "0.5154"
"100" "10" "14" "0.5545" "0.9478" "0.8512" "0.7284"
"101" "10" "15" "0.5906" "0.6207" "0.6438" "0.5422"
"102" "10" "16" "0.5192" "0.8082" "0.5347" "0.6296"
"103" "10" "17" "0.6800" "0.9805" "0.8068" "0.8337"
"104" "10" "18" "0.9727" "0.8419" "0.8777" "0.7054"
"105" "10" "19" "0.5010" "0.6167" "0.9487" "0.4700"
"106" "11" "13" "0.7734" "0.8793" "0.9189" "0.9066"
"107" "11" "16" "0.5970" "0.6953" "0.9764" "0.8864"
"108" "11" "17" "0.6142" "0.3781" "0.3333" "0.4249"
"109" "11" "18" "0.7537" "0.8792" "0.7969" "0.9350"
"110" "11" "19" "0.7092" "0.2564" "0.2772" "0.5061"
"111" "11" "20" "0.7479" "0.7816" "0.8698" "0.8470"
"112" "12" "15" "0.8487" "0.5885" "0.7152" "0.8580"
"113" "12" "16" "0.9637" "0.9901" "0.9641" "0.9851"
"114" "12" "17" "0.6534" "0.8154" "0.7488" "0.8477"
"115" "12" "18" "0.6203" "0.5580" "0.6504" "0.7574"
"116" "12" "19" "0.7831" "0.6458" "0.4516" "0.6276"
"117" "13" "17" "0.8921" "0.9228" "0.8755" "0.9696"
"118" "13" "18" "0.5942" "0.5918" "0.7893" "0.7990"
"119" "14" "17" "0.5327" "0.4740" "0.6194" "0.6790"
"120" "15" "20" "0.6179" "0.6633" "0.7890" "0.6791"
"121" "16" "19" "0.4057" "0.6379" "0.5104" "0.6774"
"122" "16" "20" "0.8841" "0.7102" "0.9643" "0.9570"
