GOSEM,,,
Version 1,,,
Gene Pair,Gene A,Gene B,Score
381,38,54,0.97487474
382,38,56,0.870895628
383,38,82,0.944776666
384,39,40,0
385,39,41,0.947218424
386,39,42,0.528334637
387,39,43,0.758114053
388,39,44,0.922408515
389,39,46,0.668729852
390,39,47,0.841296919
391,39,48,0.756506237
392,39,51,0.877286513
393,39,52,0.796724718
394,39,53,0.69163248
395,39,56,0.910885259
396,39,86,0.930374529
397,39,89,0
398,39,95,0.918814325
399,40,42,0.85785035
400,40,43,0.90309849
401,40,44,0.74874595
402,40,45,0
403,40,46,0
404,40,47,0.796527154
405,40,49,0.97646322
406,40,50,0.811063688
407,40,51,0.96191682
408,40,52,0.858250857
409,40,53,0.695123476
410,40,54,0.878211825
411,40,55,0.841793492
412,40,56,0.501690114
413,40,86,0.60816934
414,40,94,0.720261856
415,41,43,0.657678799
416,41,47,0.889175912
417,41,48,0.914301103
418,41,49,0.664627771
419,41,50,0.96604872
420,41,51,0.531985242
421,41,52,0
422,41,53,0
423,41,54,0.862698132
424,41,55,0.943550792
425,41,56,0.875739578
426,41,58,0.939027852
427,41,63,0.65107924
428,42,43,0.881307461
429,42,44,0.902237601
430,42,45,0.726483907
431,42,46,0
432,42,47,0.670929094
433,42,48,0.867815372
434,42,49,0.863988106
435,42,51,0.90635292
436,42,52,0
437,42,53,0
438,42,54,0.888126218
439,42,55,0.869302567
440,42,56,0.823618517
441,42,84,0.73410704
442,42,94,0.704554056
443,42,100,0.827334888
444,43,44,0.773937937
445,43,45,0.90338489
446,43,46,0.846538709
447,43,47,0.768323521
448,43,48,0.873390845
449,43,49,0.727455831
450,43,51,0.660759278
451,43,52,0.874426063
452,43,53,0.62657037
453,43,54,0.74813998
454,43,55,0
455,43,56,0.913928298
456,43,63,0.723362483
457,43,95,0
458,44,45,0.973991468
459,44,46,0.831530959
460,44,48,0.974858319
461,44,50,0.618885457
462,44,51,0.902635594
463,44,53,0.626999313
464,44,54,0.934319848
465,44,56,0.552642834
466,44,73,0.925964376
467,44,82,0.823619228
468,44,87,0.917756026
469,45,47,0.773481821
470,45,48,0.899918514
471,45,49,0.560242563
472,45,50,0.686392238
473,45,52,0.757789209
474,45,54,0.910863818
475,45,55,0
476,45,92,0
477,45,95,0.809410108
478,46,47,0.88253081
479,46,48,0.884036962
480,46,50,0.712886822
481,46,51,0.77379634
482,46,52,0
483,46,54,0.781497733
484,46,55,0.913390266
485,46,56,0.934947729
486,46,100,0.795279091
487,47,48,0.854892259
488,47,49,0.909381629
489,47,50,0.522626867
490,47,51,0.99403788
491,47,52,0.552676048
492,47,53,0.703081883
493,47,54,0.599927974
494,47,55,0
495,47,56,0.922666289
496,47,79,0.851624229
497,48,49,0.644373733
498,48,51,0.854064793
499,48,53,0.931512348
500,48,54,0.744946199
501,48,60,0.976418263
502,48,74,0.918405888
503,48,99,0.726411166
504,49,50,0.677490731
505,49,52,0.656792821
506,49,53,0.78817455
507,49,54,0.526338078
508,49,56,0.741226745
509,49,62,0.945387266
510,49,64,0.659574433
511,50,51,0.987459268
512,50,52,0.646305115
513,50,53,0.52280224
514,50,55,0.918066444
515,50,56,0.984109429
516,51,52,0.786706439
517,51,53,0.909200196
518,51,54,0.844115333
519,51,56,0.537101057
520,51,82,0.507432237
521,52,53,0.927264422
522,52,54,0.794639801
523,52,56,0.72340688
524,52,60,0.860619306
525,53,54,0.65030544
526,53,55,0.684882811
527,53,56,0.759651148
528,53,77,0.953150791
529,53,80,0.889968697
530,53,83,0.732996351
531,55,56,0.954418889
532,56,70,0.960604935
533,57,58,0.891572625
534,57,60,0.545384641
535,57,61,0.744454059
536,57,62,0
537,57,63,0.909231434
538,57,65,0
539,57,66,0.621743982
540,57,67,0.855657932
541,57,68,0.806607286
542,57,69,0.808583135
543,57,71,0.873176635
544,57,72,0.514926392
545,57,73,0.530274891
546,57,74,0.887495908
547,57,76,0.642912499
548,57,77,0.865446687
549,57,78,0.715768666
550,58,59,0.971496726
551,58,60,0.599151486
552,58,61,0.759542066
553,58,63,0.908015086
554,58,64,0.938334936
555,58,66,0.777218168
556,58,67,0.956210198
557,58,68,0.922676139
558,58,70,0.955214363
559,58,71,0.826158526
560,58,72,0.936372367
561,58,73,0.79620221
562,58,74,0.923023034
563,58,75,0.922665455
564,58,76,0.917567251
565,59,61,0.910293142
566,59,62,0
567,59,63,0.860998947
568,59,64,0.786595184
569,59,65,0
570,59,66,0.748628577
571,59,67,0.852469658
572,59,68,0.875678238
573,59,69,0.838754227
574,59,70,0.879127982
575,59,71,0.890807566
576,59,72,0.636495625
577,59,73,0.737377552
578,59,74,0.573990725
579,59,75,0.89746539
580,59,76,0.856914573
581,59,77,0.864230771
582,60,61,0.675774064
583,60,62,0.958139423
584,60,64,0.844073797
585,60,65,0.603599485
586,60,67,0
587,60,68,0.885046473
588,60,69,0.961938829
589,60,70,0.846902022
590,60,71,0.859848825
591,60,72,0.847125341
592,60,73,0.806893213
593,60,74,0.843182232
594,60,75,0.919920413
595,60,77,0.544016176
596,60,78,0.883320626
597,60,80,0.762523096
598,61,63,0.748056992
599,61,65,0.964133933
600,61,66,0.969022178
601,61,69,0.847938857
602,61,70,0.871742091
603,61,71,0.913130991
604,61,72,0.654237457
605,61,73,0.782921471
606,61,74,0.915876641
607,61,75,0.749278076
608,61,76,0.885586366
609,61,77,0.795395456
610,61,78,0
611,62,63,0.701789121
612,62,64,0.82941736
613,62,66,0.67867683
614,62,67,0.545363671
615,62,68,0.767225996
616,62,69,0
617,62,70,0.774421129
618,62,71,0.669274237
619,62,72,0.833060849
620,62,74,0.925940997
621,62,75,0.976440014
622,62,76,0.811365148
623,62,77,0.838817035
624,62,78,0.945449488
625,63,64,0.85862871
626,63,65,0.652255451
627,63,66,0.684655207
628,63,67,0.748867138
629,63,68,0.878765146
630,63,69,0.674563848
631,63,70,0
632,63,71,0
633,63,72,0.881961529
634,63,73,0
635,63,75,0.790078608
636,63,76,0.897703645
637,63,77,0.910437251
638,63,78,0.857743282
639,63,90,0
640,64,66,0.962994186
641,64,67,0.634010612
642,64,68,0.886552535
643,64,69,0.645734238
644,64,70,0.717542794
645,64,72,0.891618654
646,64,73,0
647,64,74,0.944618099
648,64,75,0.773610074
649,64,77,0.936611833
650,64,78,0.953473305
651,65,66,0.656985178
652,65,67,0.743238287
653,65,68,0.873388187
654,65,70,0
655,65,71,0
656,65,72,0.719778193
657,65,73,0.701466977
658,65,75,0.569767289
659,65,77,0
660,65,79,0
661,66,67,0.864048325
662,66,68,0.789685836
663,66,69,0.875139607
664,66,70,0.778178386
665,66,71,0.938525016
666,66,72,0.772643737
667,66,73,0.886741735
668,66,75,0.786909555
669,66,76,0.742066757
670,66,77,0.833072406
671,66,78,0.939919381
672,67,68,0.894914727
673,67,69,0.903248666
674,67,71,0.851281436
675,67,72,0.883678009
676,67,73,0.647103063
677,67,74,0.569597373
678,67,75,0
679,67,76,0.710032575
680,67,77,0.692059458
681,67,78,0.941328735
682,67,93,0
683,67,99,0
684,68,69,0.906149736
685,68,71,0.936685945
686,68,72,0.874714165
687,68,73,0.922025961
688,68,74,0.676435395
689,68,76,0.883173266
690,68,78,0.956856518
691,69,70,0.7660662
692,69,71,0.831459997
693,69,72,0.897148342
694,69,73,0.637418487
695,69,74,0.966393774
696,69,75,0.903959962
697,69,76,0.814839283
698,69,84,0.927381127
699,70,72,0.948881404
700,70,73,0.902758998
701,70,74,0.944560992
702,70,75,0
703,70,77,0.9356296
704,70,78,0.848976663
705,71,72,0
706,71,73,0.805603717
707,71,75,0
708,71,76,0.828773129
709,71,77,0.974564154
710,71,78,0.571945309
711,71,89,0.80115435
712,72,73,0.599322387
713,72,74,0
714,72,75,0.695064037
715,72,76,0.942784881
716,72,77,0.600932356
717,72,78,0.777027382
718,72,83,0.937819662
719,72,88,0.658541203
720,73,74,0.551709871
721,73,75,0.729143567
722,73,76,0
723,73,77,0.803183731
724,73,78,0.909808484
725,74,76,0.842653913
726,74,77,0.560179391
727,74,78,0.782737903
728,75,76,0.992326895
729,75,77,0.915858227
730,75,78,0.928611311
731,75,95,0.689691984
732,76,77,0.853198082
733,76,78,0.645414871
734,76,85,0.510365049
735,77,97,0.852906949
736,77,99,0.599633152
737,78,82,0.88799097
738,79,80,0.744928619
739,79,81,0.892732819
740,79,82,0.57230603
741,79,84,0.835492998
742,79,85,0.830205825
743,79,86,0.859896165
744,79,87,0.886279437
745,79,89,0
746,79,90,0.932349634
747,79,91,0.778486808
748,79,92,0.587692384
749,79,93,0.873731814
750,79,94,0.651116965
751,79,95,0.792823404
752,79,97,0.6764207
753,79,99,0.899816361
754,79,100,0.600102696
755,80,81,0.852944622
756,80,83,0.910317617
757,80,84,0.803894405
758,80,85,0.774933581
759,80,87,0.994843082
760,80,88,0.814619929
761,80,89,0.684165842
762,80,90,0
763,80,91,0
764,80,92,0.7071511
765,80,93,0.688266804
766,80,94,0.768289405
767,80,95,0.829347794
768,80,97,0
769,80,100,0
770,81,82,0.967596135
771,81,85,0.779445811
772,81,86,0.887170928
773,81,87,0.896150698
774,81,88,0.656059969
775,81,89,0.908421446
776,81,90,0.793826671
777,81,91,0.814823879
778,81,92,0.896759971
779,81,96,0.85373409
780,81,98,0.768024997
781,81,99,0.724220736
782,81,100,0.934024613
783,82,83,0.960458959
784,82,84,0.717021784
785,82,87,0.752887464
786,82,88,0.611616083
787,82,89,0.947105032
788,82,90,0.902918541
789,82,91,0
790,82,92,0.669428036
791,82,93,0
792,82,94,0.849499092
793,82,97,0.945608072
794,82,98,0.896675644
795,82,99,0.721630565
796,82,100,0.638381428
797,83,84,0.795000699
798,83,85,0
799,83,86,0.769231651
800,83,87,0.903163532
801,83,89,0.762074766
802,83,90,0.94139909
803,83,92,0.636454019
804,83,93,0.726350724
805,83,95,0
806,83,96,0.678124148
807,83,97,0.588774815
808,83,99,0.965716375
809,83,100,0.880146673
810,84,86,0.845287436
811,84,87,0.917857923
812,84,88,0.823448604
813,84,90,0
814,84,91,0.977207963
815,84,92,0
816,84,96,0.925143448
817,84,97,0.984494426
818,84,98,0.892114182
819,84,99,0.843014893
820,84,100,0.839581145
821,85,86,0.737258217
822,85,87,0.774749405
823,85,89,0
824,85,90,0.987541051
825,85,91,0.560605336
826,85,92,0.905087083
827,85,93,0.724550542
828,85,95,0.873226772
829,85,96,0.535302587
830,85,97,0.938436983
831,85,98,0.856341304
832,86,87,0.83009258
833,86,88,0.582700046
834,86,89,0.829014188
835,86,90,0.654036984
836,86,91,0.772014871
837,86,92,0.922694214
838,86,93,0.517014882
839,86,95,0.994540119
840,86,96,0
841,86,97,0.762345369
842,86,100,0.946436556
843,87,88,0.782601727
844,87,89,0.617975655
845,87,90,0.848315852
846,87,91,0.858627652
847,87,92,0.907892472
848,87,94,0.728668335
849,87,95,0.929478643
850,87,96,0.609438375
851,87,97,0.897878182
852,87,98,0.967602137
853,87,99,0.783363322
854,87,100,0.651175403
855,88,90,0.548453181
856,88,91,0.94207722
857,88,92,0.807085271
858,88,94,0.842139967
859,88,95,0.598024989
860,88,96,0.779020022
861,88,97,0.92718745
862,88,98,0.871468843
863,88,100,0.889233732
864,89,90,0.725890161
865,89,91,0.951090268
866,89,92,0
867,89,93,0.646342564
868,89,94,0.80541075
869,89,96,0.878648183
870,89,97,0.709836638
871,89,99,0.578718455
872,89,100,0
873,90,91,0.576111268
874,90,92,0.956752727
875,90,93,0.611902752
876,90,95,0.701825602
877,90,96,0.877202682
878,90,99,0.580647039
879,90,100,0.936754309
880,91,92,0.720327903
881,91,95,0.606796567
882,91,96,0.766143372
883,91,97,0.904314874
884,91,98,0.749580227
885,91,99,0.569590801
886,91,100,0.797273498
887,92,93,0.750809494
888,92,95,0.81040051
889,92,97,0.722761786
890,92,98,0.891498975
891,92,99,0.580874159
892,92,100,0.841672327
893,93,94,0.647526436
894,93,95,0.867528921
895,93,96,0.787446942
896,93,97,0.756162158
897,93,98,0.901680656
898,93,99,0.876661238
899,93,100,0
900,94,95,0.704862809
901,94,96,0.95350802
902,94,97,0.795020751
903,94,98,0.854565426
904,94,99,0.645421917
905,94,100,0.806407457
906,95,96,0.971568228
907,95,97,0.5979872
908,95,98,0.824772793
909,95,99,0.770934545
910,95,100,0
911,96,99,0.785499391
912,96,100,0.919255992
913,97,100,0.62021484
914,98,99,0.926440794
915,98,100,0
916,99,100,0.907588259
