PATHNE,,,
Version 1,,,
Gene Pair,Gene A,Gene B,Score
309,29,36,0.945633341
310,29,38,0.62348013
311,29,49,0.83672807
312,29,50,0.848144992
313,29,59,0.760489266
314,29,83,0.958065258
315,30,31,0.939420478
316,30,35,0.794456547
317,30,36,0.949370832
318,30,50,0.849209023
319,30,65,0.882838382
320,31,32,0.634447226
321,31,33,0.957056588
322,31,34,0.97458121
323,31,35,0.941869063
324,31,36,0.859078963
325,31,41,0.746171561
326,31,66,0.688119548
327,31,67,0.62902983
328,31,87,0.705414753
329,31,89,0.843018278
330,32,33,0.973756141
331,32,34,0.858693813
332,32,35,0.760154522
333,32,36,0.937698975
334,32,89,0.840770199
335,33,34,0.690421916
336,33,35,0.528456423
337,33,36,0
338,33,82,0.88198688
339,34,35,0.671361337
340,34,36,0.926016643
341,34,98,0.987064052
342,35,48,0.672289034
343,35,89,0.836222693
344,35,94,0.795939259
345,36,40,0.852649213
346,36,48,0
347,36,55,0.756864283
348,36,63,0.951580878
349,36,91,0.80111705
350,37,38,0.934034001
351,37,39,0.536214581
352,37,40,0.921143315
353,37,41,0.964602087
354,37,42,0
355,37,45,0.95403609
356,37,46,0.964768247
357,37,47,0.88011634
358,37,48,0.791741094
359,37,49,0.804822237
360,37,50,0.526932242
361,37,51,0.937461721
362,37,52,0.961226859
363,37,53,0.690893158
364,37,54,0
365,37,55,0.611978834
366,37,65,0.97903789
367,37,90,0
368,38,39,0.710991071
369,38,40,0.785491664
370,38,41,0.904149092
371,38,42,0.61902946
372,38,43,0.951906744
373,38,45,0.611354016
374,38,46,0.514517445
375,38,47,0.861758678
376,38,48,0
377,38,49,0.988362849
378,38,50,0.908003599
379,38,51,0.852279709
380,38,52,0.772195038
381,38,54,0.984192127
382,38,56,0.807568258
383,38,82,0.941424521
384,39,40,0.565148986
385,39,41,0.89515328
386,39,42,0.939215423
387,39,43,0
388,39,44,0.924404561
389,39,46,0.53499873
390,39,47,0.7757067
391,39,48,0.919611904
392,39,51,0.868260915
393,39,52,0.917657534
394,39,53,0.591136335
395,39,56,0.875585765
396,39,86,0.587909398
397,39,89,0.897826947
398,39,95,0
399,40,42,0.847467111
400,40,43,0.994855473
401,40,44,0.71890137
402,40,45,0.650056559
403,40,46,0
404,40,47,0.974286373
405,40,49,0.833461332
406,40,50,0.92824818
407,40,51,0.64419207
408,40,52,0.940543254
409,40,53,0.878586163
410,40,54,0.867648899
411,40,55,0.89709351
412,40,56,0.805121476
413,40,86,0.853832822
414,40,94,0.81282011
415,41,43,0.549950151
416,41,47,0.872974812
417,41,48,0.921783599
418,41,49,0.825523846
419,41,50,0.855505622
420,41,51,0.544824851
421,41,52,0.536556496
422,41,53,0.502575742
423,41,54,0.677541236
424,41,55,0.946173984
425,41,56,0.781853016
426,41,58,0.934164646
427,41,63,0.821428478
428,42,43,0.620245915
429,42,44,0.722606456
430,42,45,0.780216172
431,42,46,0.714049987
432,42,47,0
433,42,48,0.678132182
434,42,49,0.848167741
435,42,51,0.893415691
436,42,52,0.609369941
437,42,53,0
438,42,54,0.947041428
439,42,55,0.861324873
440,42,56,0.947904786
441,42,84,0.809443963
442,42,94,0.784679459
443,42,100,0.945348072
444,43,44,0.845388018
445,43,45,0.92795477
446,43,46,0.942813962
447,43,47,0.84845154
448,43,48,0.605019735
449,43,49,0.857930412
450,43,51,0.627166337
451,43,52,0.588709879
452,43,53,0
453,43,54,0.912201554
454,43,55,0.794116038
455,43,56,0.892188966
456,43,63,0.858875277
457,43,95,0.830822763
458,44,45,0.814129635
459,44,46,0.695167961
460,44,48,0.967960682
461,44,50,0.706832586
462,44,51,0.755411536
463,44,53,0.895894399
464,44,54,0.927685009
465,44,56,0.938262834
466,44,73,0.881847839
467,44,82,0.82682041
468,44,87,0.939273357
469,45,47,0.743134564
470,45,48,0.860656297
471,45,49,0.673479128
472,45,50,0.751063472
473,45,52,0.741360992
474,45,54,0.867794973
475,45,55,0
476,45,92,0
477,45,95,0.803309348
478,46,47,0.868919158
479,46,48,0.95075105
480,46,50,0.594887406
481,46,51,0.727428414
482,46,52,0.809356581
483,46,54,0.701784797
484,46,55,0.554100279
485,46,56,0.705290112
486,46,100,0.932782455
487,47,48,0.830940374
488,47,49,0.698645104
489,47,50,0.896851875
490,47,51,0.921732919
491,47,52,0.588756231
492,47,53,0.707529531
493,47,54,0.777918878
494,47,55,0.851803575
495,47,56,0.8296999
496,47,79,0.647717868
497,48,49,0.62250865
498,48,51,0.979386391
499,48,53,0.94597049
500,48,54,0.6145328
501,48,60,0.755755648
502,48,74,0.705494081
503,48,99,0
504,49,50,0.506160165
505,49,52,0.723219086
506,49,53,0.913242354
507,49,54,0.571538041
508,49,56,0.894106684
509,49,62,0.870133488
510,49,64,0.965691906
511,50,51,0.90414883
512,50,52,0.879561102
513,50,53,0.827661505
514,50,55,0.74316651
515,50,56,0.989058567
516,51,52,0.774908481
517,51,53,0.951816793
518,51,54,0.775546813
519,51,56,0.615659764
520,51,82,0
521,52,53,0.852719539
522,52,54,0
523,52,56,0
524,52,60,0.532993845
525,53,54,0
526,53,55,0.593643132
527,53,56,0.754283762
528,53,77,0.884000023
529,53,80,0.906673251
530,53,83,0.600844808
531,55,56,0.89204345
532,56,70,0.968978335
533,57,58,0.88556698
534,57,60,0.788900453
535,57,61,0.826648322
536,57,62,0.663721072
537,57,63,0.771436109
538,57,65,0.830695916
539,57,66,0
540,57,67,0.891054324
541,57,68,0.869796883
542,57,69,0.836917989
543,57,71,0.837040626
544,57,72,0
545,57,73,0.568995794
546,57,74,0.838006096
547,57,76,0.7609816
548,57,77,0.941242019
549,57,78,0.909342871
550,58,59,0.904069488
551,58,60,0
552,58,61,0.965092963
553,58,63,0.77778441
554,58,64,0.93252295
555,58,66,0.714568957
556,58,67,0.885119762
557,58,68,0.93921574
558,58,70,0.940241124
559,58,71,0.898402817
560,58,72,0.959465071
561,58,73,0.869550274
562,58,74,0.841484897
563,58,75,0.908645083
564,58,76,0.57078508
565,59,61,0.974432727
566,59,62,0.764245321
567,59,63,0.617262991
568,59,64,0.948568071
569,59,65,0
570,59,66,0.87046519
571,59,67,0.946780478
572,59,68,0.868401713
573,59,69,0.703575526
574,59,70,0.699659701
575,59,71,0.820986982
576,59,72,0.602240492
577,59,73,0.772078938
578,59,74,0.88090521
579,59,75,0.970906186
580,59,76,0.882380011
581,59,77,0.734167916
582,60,61,0.894433744
583,60,62,0.935142699
584,60,64,0.78593199
585,60,65,0.560084817
586,60,67,0.94838554
587,60,68,0.815346673
588,60,69,0.885368525
589,60,70,0
590,60,71,0.927609349
591,60,72,0.931814746
592,60,73,0.904219653
593,60,74,0.830747409
594,60,75,0.570182355
595,60,77,0
596,60,78,0.89636887
597,60,80,0.809724491
598,61,63,0.964122016
599,61,65,0.84260816
600,61,66,0.955343392
601,61,69,0
602,61,70,0.932002451
603,61,71,0.939789159
604,61,72,0.701779361
605,61,73,0.624757012
606,61,74,0.847135134
607,61,75,0.85081467
608,61,76,0.725502689
609,61,77,0.907950239
610,61,78,0.59330865
611,62,63,0.50037613
612,62,64,0.925732789
613,62,66,0.688425636
614,62,67,0.761672584
615,62,68,0.634734924
616,62,69,0
617,62,70,0.575904804
618,62,71,0.955305822
619,62,72,0.591444666
620,62,74,0.757201563
621,62,75,0.969610243
622,62,76,0.659456444
623,62,77,0.638436663
624,62,78,0.898308137
625,63,64,0.945715068
626,63,65,0.644020206
627,63,66,0.719669992
628,63,67,0.841925135
629,63,68,0.670338236
630,63,69,0.554984293
631,63,70,0.758563989
632,63,71,0.553670972
633,63,72,0.957052592
634,63,73,0.647670131
635,63,75,0.549911092
636,63,76,0.853411958
637,63,77,0.953018189
638,63,78,0.869587089
639,63,90,0.638197607
640,64,66,0.88410769
641,64,67,0.869460166
642,64,68,0.876849336
643,64,69,0
644,64,70,0.826688202
645,64,72,0.696442719
646,64,73,0.891084721
647,64,74,0.851013574
648,64,75,0
649,64,77,0.970052257
650,64,78,0.812762604
651,65,66,0.824121163
652,65,67,0.860328083
653,65,68,0.983400723
654,65,70,0.543543103
655,65,71,0.730685396
656,65,72,0.907489411
657,65,73,0.90832725
658,65,75,0.777620761
659,65,77,0.83299882
660,65,79,0.601135082
661,66,67,0.740744172
662,66,68,0.86277079
663,66,69,0.641378099
664,66,70,0.514048058
665,66,71,0.916906135
666,66,72,0.543559311
667,66,73,0.870500264
668,66,75,0.553298572
669,66,76,0.86996294
670,66,77,0.866247931
671,66,78,0.641281183
672,67,68,0.706699153
673,67,69,0.941423348
674,67,71,0.962190976
675,67,72,0.934766413
676,67,73,0.958203153
677,67,74,0
678,67,75,0.55296717
679,67,76,0.854272321
680,67,77,0.674910346
681,67,78,0.784136067
682,67,93,0.582964771
683,67,99,0.873189009
684,68,69,0.747798359
685,68,71,0.808699232
686,68,72,0.845721267
687,68,73,0.937655809
688,68,74,0
689,68,76,0.78287635
690,68,78,0.84645101
691,69,70,0.60603374
692,69,71,0.833729649
693,69,72,0.898710458
694,69,73,0.529399043
695,69,74,0.845309158
696,69,75,0.953708235
697,69,76,0.95061544
698,69,84,0.793351942
699,70,72,0.943388632
700,70,73,0.887982254
701,70,74,0.848448659
702,70,75,0.802806528
703,70,77,0.612610229
704,70,78,0.89444922
705,71,72,0.54704697
706,71,73,0.89091115
707,71,75,0.881130133
708,71,76,0.704332453
709,71,77,0.910529773
710,71,78,0.71106044
711,71,89,0.751731778
712,72,73,0.771138009
713,72,74,0.781581071
714,72,75,0.62236048
715,72,76,0.666748142
716,72,77,0.87137236
717,72,78,0.559782495
718,72,83,0.77809611
719,72,88,0
720,73,74,0.615256333
721,73,75,0.656604394
722,73,76,0.625256901
723,73,77,0.899426836
724,73,78,0.967096089
725,74,76,0.865377098
726,74,77,0.703781778
727,74,78,0.875463986
728,75,76,0.833031178
729,75,77,0.881622006
730,75,78,0.777425567
731,75,95,0.921395517
732,76,77,0.89270338
733,76,78,0
734,76,85,0.595954988
735,77,97,0.573810259
736,77,99,0.669950347
737,78,82,0.944060623
738,79,80,0.534098046
739,79,81,0.840095075
740,79,82,0.742798146
741,79,84,0.946085084
742,79,85,0.791342672
743,79,86,0.865958909
744,79,87,0
745,79,89,0.668210243
746,79,90,0.85713277
747,79,91,0.757536683
748,79,92,0.817965455
749,79,93,0.595623595
750,79,94,0.742282152
751,79,95,0.657113809
752,79,97,0
753,79,99,0.961251795
754,79,100,0.818167185
755,80,81,0.782115564
756,80,83,0.902609571
757,80,84,0.835983625
758,80,85,0.708843157
759,80,87,0.973691269
760,80,88,0.52019812
761,80,89,0.64771082
762,80,90,0
763,80,91,0.826984535
764,80,92,0.757589591
765,80,93,0.791275475
766,80,94,0.736908211
767,80,95,0.941208733
768,80,97,0.881231442
769,80,100,0.878080842
770,81,82,0.819432687
771,81,85,0.879582225
772,81,86,0.500609419
773,81,87,0.936086425
774,81,88,0.621950261
775,81,89,0.803202377
776,81,90,0.950949639
777,81,91,0.697686839
778,81,92,0.8676102
779,81,96,0.803585393
780,81,98,0.515478232
781,81,99,0.7580834
782,81,100,0.703685778
783,82,83,0.948902687
784,82,84,0.916152463
785,82,87,0.658500359
786,82,88,0.847045753
787,82,89,0.910928164
788,82,90,0.530259258
789,82,91,0.815803147
790,82,92,0.854514488
791,82,93,0.649271691
792,82,94,0.729918275
793,82,97,0.681063219
794,82,98,0.961082612
795,82,99,0.756335442
796,82,100,0.541911495
797,83,84,0.916606879
798,83,85,0.579565338
799,83,86,0.739896384
800,83,87,0.823461067
801,83,89,0
802,83,90,0.887053937
803,83,92,0.794208643
804,83,93,0.829301976
805,83,95,0
806,83,96,0.74673591
807,83,97,0.536703803
808,83,99,0.82573983
809,83,100,0.882499262
810,84,86,0.91495711
811,84,87,0.930921844
812,84,88,0.890572633
813,84,90,0
814,84,91,0.957639157
815,84,92,0.54851625
816,84,96,0.930026758
817,84,97,0.94535451
818,84,98,0.901709127
819,84,99,0.824254033
820,84,100,0.540497573
821,85,86,0.906469225
822,85,87,0.794474281
823,85,89,0
824,85,90,0.95361945
825,85,91,0.955061214
826,85,92,0.834184676
827,85,93,0.921789366
828,85,95,0.606261834
829,85,96,0.683482127
830,85,97,0.808502913
831,85,98,0.696234512
832,86,87,0.940364197
833,86,88,0.848103416
834,86,89,0.741895415
835,86,90,0.842065493
836,86,91,0.904297639
837,86,92,0.670931202
838,86,93,0.5606083
839,86,95,0.984406174
840,86,96,0.507338464
841,86,97,0.763780277
842,86,100,0.916775437
843,87,88,0.927444081
844,87,89,0.650178757
845,87,90,0.693263155
846,87,91,0.735528189
847,87,92,0.985486846
848,87,94,0.877083864
849,87,95,0.881423475
850,87,96,0.77116234
851,87,97,0.647408802
852,87,98,0.955221114
853,87,99,0.951755451
854,87,100,0.753930654
855,88,90,0.790544143
856,88,91,0.915347096
857,88,92,0.85068559
858,88,94,0
859,88,95,0.817611008
860,88,96,0.831395459
861,88,97,0.943188417
862,88,98,0.801494704
863,88,100,0.739534343
864,89,90,0.690664689
865,89,91,0.864815764
866,89,92,0.894656342
867,89,93,0
868,89,94,0.827451695
869,89,96,0.885105523
870,89,97,0.761630526
871,89,99,0
872,89,100,0.71267904
873,90,91,0.616004518
874,90,92,0.883414946
875,90,93,0.579526018
876,90,95,0.753746342
877,90,96,0.899730874
878,90,99,0.528647019
879,90,100,0.938689042
880,91,92,0.875313894
881,91,95,0.745996383
882,91,96,0
883,91,97,0.884426617
884,91,98,0.639468507
885,91,99,0.883232779
886,91,100,0.525186375
887,92,93,0
888,92,95,0.81491527
889,92,97,0.869948465
890,92,98,0.792657352
891,92,99,0.685958422
892,92,100,0.514896175
893,93,94,0.834148143
894,93,95,0.821144257
895,93,96,0.884473401
896,93,97,0.73938282
897,93,98,0.809913344
898,93,99,0
899,93,100,0.610473227
900,94,95,0.661292284
901,94,96,0.799059402
902,94,97,0.642175953
903,94,98,0.704193885
904,94,99,0
905,94,100,0.792320979
906,95,96,0.84580681
907,95,97,0.824740472
908,95,98,0.87254927
909,95,99,0.882218691
910,95,100,0.715658326
911,96,99,0.896676828
912,96,100,0
913,97,100,0.882887487
914,98,99,0
915,98,100,0.800234634
916,99,100,0.922355568
