COEX,,,
Version 1,,,
Gene Pair,Gene A,Gene B,Score
310,29,38,0.668913271
311,29,49,0.850215567
312,29,50,0.640221266
313,29,59,0
314,29,83,0.963984085
315,30,31,0.771810757
316,30,35,0.653975896
317,30,36,0.92504258
318,30,50,0.942984553
319,30,65,0.744651269
320,31,32,0
321,31,33,0.933721112
322,31,34,0.681740548
323,31,35,0.882898017
324,31,36,0.967507265
325,31,41,0.577272554
326,31,66,0
327,31,67,0.981146377
328,31,87,0.594795683
329,31,89,0.687457345
330,32,33,0.977590559
331,32,34,0.811705254
332,32,35,0.716954539
333,32,36,0.961352334
334,32,89,0.618557834
335,33,34,0
336,33,35,0.633434538
337,33,36,0
338,33,82,0.819003886
339,34,35,0.605228525
340,34,36,0.832809438
341,34,98,0.945193919
342,35,48,0.891648608
343,35,89,0.951839414
344,35,94,0.504709329
345,36,40,0.761037691
346,36,48,0
347,36,55,0.514679059
348,36,63,0.91715182
349,36,91,0.722741639
350,37,38,0.951035375
351,37,39,0.56276135
352,37,40,0.734089971
353,37,41,0.960046519
354,37,42,0
355,37,45,0.95123902
356,37,46,0
357,37,47,0.844524954
358,37,48,0.72844003
359,37,49,0.919175018
360,37,50,0.875787057
361,37,51,0.934332469
362,37,52,0.931653106
363,37,53,0.728750449
364,37,54,0
365,37,55,0.818128642
366,37,65,0.991067154
367,37,90,0
368,38,39,0.916087441
369,38,40,0.912084158
370,38,41,0.973684833
371,38,42,0
372,38,43,0.923358512
373,38,45,0.644760149
374,38,46,0.877764431
375,38,47,0.919562997
376,38,48,0.58795027
377,38,49,0.729044416
378,38,50,0.752663281
379,38,51,0.835934964
380,38,52,0.92065948
381,38,54,0.866190823
382,38,56,0.642806979
383,38,82,0.833161143
384,39,40,0.520008579
385,39,41,0.761069144
386,39,42,0.905083724
387,39,43,0.852288562
388,39,44,0.630077554
389,39,46,0.623655519
390,39,47,0.971138767
391,39,48,0.550097276
392,39,51,0.921406672
393,39,52,0.939180536
394,39,53,0.780854783
395,39,56,0.83567628
396,39,86,0.560155782
397,39,89,0.749039563
398,39,95,0.568208393
399,40,42,0.837957974
400,40,43,0.791109399
401,40,44,0.854519207
402,40,45,0.744330399
403,40,46,0
404,40,47,0.869686216
405,40,49,0.936294588
406,40,50,0.675712678
407,40,51,0.929532301
408,40,52,0.948263529
409,40,53,0.795429073
410,40,54,0.559442705
411,40,55,0.718213213
412,40,56,0.718645228
413,40,86,0.821718002
414,40,94,0.641152203
415,41,43,0.784091844
416,41,47,0.762345121
417,41,48,0.874771839
418,41,49,0.660084587
419,41,50,0.894566998
420,41,51,0
421,41,52,0
422,41,53,0
423,41,54,0.920890545
424,41,55,0
425,41,56,0.720755905
426,41,58,0.92898204
427,41,63,0.521554635
428,42,43,0.621271998
429,42,44,0.771332517
430,42,45,0.678212876
431,42,46,0
432,42,47,0.666712949
433,42,48,0
434,42,49,0.976312691
435,42,51,0.914983002
436,42,52,0.707873623
437,42,53,0
438,42,54,0.772621623
439,42,55,0.984077191
440,42,56,0.888848108
441,42,84,0.754710232
442,42,94,0.905322198
443,42,100,0.506845546
444,43,44,0.707314787
445,43,45,0.821448479
446,43,46,0.982394666
447,43,47,0.838315254
448,43,48,0.71182695
449,43,49,0.697633328
450,43,51,0.896631155
451,43,52,0.518233875
452,43,53,0
453,43,54,0.874285158
454,43,55,0.545930948
455,43,56,0.939861246
456,43,63,0.658245964
457,43,95,0.84510276
458,44,45,0.88555808
459,44,46,0.522700052
460,44,48,0.974688959
461,44,50,0
462,44,51,0.703049132
463,44,53,0.528730189
464,44,54,0.932108055
465,44,56,0.766060001
466,44,73,0.664000595
467,44,82,0.940695878
468,44,87,0.947029782
469,45,47,0.860223708
470,45,48,0.906651697
471,45,49,0.602302508
472,45,50,0.55424406
473,45,52,0.796624528
474,45,54,0.917395549
475,45,55,0.61423813
476,45,92,0
477,45,95,0.734851368
478,46,47,0.831873621
479,46,48,0.862443942
480,46,50,0.622289491
481,46,51,0.905833621
482,46,52,0.520732545
483,46,54,0.788287787
484,46,55,0.743916534
485,46,56,0.897910553
486,46,100,0.701248983
487,47,48,0.705206432
488,47,49,0.847098983
489,47,50,0.513374985
490,47,51,0.890982626
491,47,52,0.554179772
492,47,53,0.550590429
493,47,54,0.920358036
494,47,55,0
495,47,56,0.828516007
496,47,79,0.879261226
497,48,49,0.863752709
498,48,51,0.965791881
499,48,53,0.98708244
500,48,54,0.782528211
501,48,60,0.816564225
502,48,74,0.883081806
503,48,99,0
504,49,50,0.861661766
505,49,52,0.539984208
506,49,53,0.928427306
507,49,54,0.773551944
508,49,56,0.689783272
509,49,62,0.968303554
510,49,64,0.917405934
511,50,51,0.922229311
512,50,52,0
513,50,53,0.557210804
514,50,55,0.906579131
515,50,56,0.945180942
516,51,52,0.906215308
517,51,53,0.964961761
518,51,54,0.959796388
519,51,56,0.751206341
520,51,82,0
521,52,53,0.906039063
522,52,54,0.574031198
523,52,56,0.750129323
524,52,60,0.909579638
525,53,54,0.836494775
526,53,55,0.668045441
527,53,56,0.792729613
528,53,77,0.927872593
529,53,80,0.948666322
530,53,83,0.836681211
531,55,56,0.929647774
532,56,70,0.950134469
533,57,58,0.855427861
534,57,60,0.773931974
535,57,61,0.831232372
536,57,62,0
537,57,63,0.740143256
538,57,65,0.567629788
539,57,66,0.894241477
540,57,67,0.949909898
541,57,68,0.961474599
542,57,69,0.942041003
543,57,71,0.678550927
544,57,72,0.52980413
545,57,73,0.826702658
546,57,74,0.857452678
547,57,76,0.789307584
548,57,77,0.97351321
549,57,78,0.592355258
550,58,59,0.906217775
551,58,60,0.783437525
552,58,61,0.927431749
553,58,63,0.870008517
554,58,64,0.945019838
555,58,66,0.868767185
556,58,67,0.769484033
557,58,68,0.962894514
558,58,70,0.957712316
559,58,71,0.930957503
560,58,72,0.951915292
561,58,73,0.543690752
562,58,74,0.648178826
563,58,75,0.72289196
564,58,76,0.822304095
565,59,61,0.930936802
566,59,62,0
567,59,63,0.709142894
568,59,64,0.846769814
569,59,65,0.740460266
570,59,66,0.924833517
571,59,67,0.766818683
572,59,68,0.842998632
573,59,69,0.625939645
574,59,70,0.662286554
575,59,71,0.517397284
576,59,72,0.523229638
577,59,73,0.592042506
578,59,74,0.899672642
579,59,75,0.952361743
580,59,76,0.853850618
581,59,77,0.952674908
582,60,61,0
583,60,62,0.814804724
584,60,64,0.884742768
585,60,65,0.601681406
586,60,67,0.815338263
587,60,68,0.762154217
588,60,69,0.946978385
589,60,70,0.834302306
590,60,71,0.821486611
591,60,72,0.755956825
592,60,73,0.864836969
593,60,74,0.675493486
594,60,75,0.683378332
595,60,77,0.757253051
596,60,78,0.898808573
597,60,80,0.912952581
598,61,63,0.638243907
599,61,65,0.864923996
600,61,66,0.902964753
601,61,69,0.663044391
602,61,70,0.793808292
603,61,71,0.881976398
604,61,72,0.565903455
605,61,73,0.677343253
606,61,74,0.839640146
607,61,75,0.625294529
608,61,76,0.949432121
609,61,77,0.925608316
610,61,78,0.707510854
611,62,63,0
612,62,64,0.928546696
613,62,66,0.902003004
614,62,67,0.605681764
615,62,68,0
616,62,69,0
617,62,70,0.84991347
618,62,71,0.697320077
619,62,72,0.781149596
620,62,74,0.912707539
621,62,75,0.952008073
622,62,76,0.58477074
623,62,77,0
624,62,78,0.967535733
625,63,64,0.810234933
626,63,65,0.510723673
627,63,66,0.756182604
628,63,67,0.768458175
629,63,68,0.730252107
630,63,69,0.800534863
631,63,70,0.758083375
632,63,71,0.646733261
633,63,72,0.956978526
634,63,73,0.935925071
635,63,75,0.895863204
636,63,76,0.95661201
637,63,77,0.902636169
638,63,78,0.945957495
639,63,90,0.745284844
640,64,66,0.939681176
641,64,67,0.623992623
642,64,68,0.939290939
643,64,69,0.632442633
644,64,70,0.782648736
645,64,72,0.964636927
646,64,73,0.567896046
647,64,74,0.7683881
648,64,75,0.585278474
649,64,77,0.921572757
650,64,78,0.776761353
651,65,66,0.905364824
652,65,67,0.947165363
653,65,68,0.912554697
654,65,70,0
655,65,71,0.639581972
656,65,72,0.958852435
657,65,73,0.696366794
658,65,75,0.765617177
659,65,77,0.790806148
660,65,79,0.647254352
661,66,67,0.918536053
662,66,68,0.740772556
663,66,69,0.692067026
664,66,70,0.619110553
665,66,71,0.955410305
666,66,72,0
667,66,73,0.952080006
668,66,75,0.920165583
669,66,76,0.923488824
670,66,77,0.876252883
671,66,78,0.872869389
672,67,68,0.824441732
673,67,69,0.773710211
674,67,71,0.968912691
675,67,72,0.921786915
676,67,73,0.923413641
677,67,74,0.591378963
678,67,75,0
679,67,76,0.858484174
680,67,77,0.603952721
681,67,78,0.780118002
682,67,93,0
683,67,99,0.61147874
684,68,69,0.91353255
685,68,71,0.840849267
686,68,72,0.789734291
687,68,73,0.942232377
688,68,74,0.8290644
689,68,76,0.504712936
690,68,78,0.806030611
691,69,70,0.891642988
692,69,71,0.915693557
693,69,72,0.939999037
694,69,73,0.762278704
695,69,74,0.874331717
696,69,75,0.909392534
697,69,76,0.665714659
698,69,84,0.597747172
699,70,72,0.902725
700,70,73,0.862424831
701,70,74,0.887957023
702,70,75,0.54759
703,70,77,0.905642764
704,70,78,0.806028476
705,71,72,0
706,71,73,0.934052519
707,71,75,0
708,71,76,0
709,71,77,0.732548527
710,71,78,0.862062731
711,71,89,0
712,72,73,0.87036296
713,72,74,0.504207895
714,72,75,0.857433834
715,72,76,0.726379256
716,72,77,0.7299981
717,72,78,0.550467327
718,72,83,0
719,72,88,0
720,73,74,0.697847089
721,73,75,0
722,73,76,0.881705687
723,73,77,0.600012024
724,73,78,0.973294902
725,74,76,0.722006809
726,74,77,0.936123325
727,74,78,0.631696213
728,75,76,0.635564943
729,75,77,0
730,75,78,0.725661112
731,75,95,0.742570192
732,76,77,0.910899435
733,76,78,0.524414226
734,76,85,0.51902168
735,77,97,0
736,77,99,0.922994131
737,78,82,0.99034799
738,79,80,0
739,79,81,0.782080746
740,79,82,0.777912372
741,79,84,0.889669155
742,79,85,0.914663579
743,79,86,0.81611745
744,79,87,0.850206288
745,79,89,0.748541669
746,79,90,0.88047886
747,79,91,0
748,79,92,0
749,79,93,0.924544476
750,79,94,0.84838429
751,79,95,0.659521801
752,79,97,0.679981661
753,79,99,0.956629346
754,79,100,0.950569281
755,80,81,0.806262676
756,80,83,0.679608921
757,80,84,0.81034737
758,80,85,0.803825462
759,80,87,0.983835956
760,80,88,0.720467746
761,80,89,0
762,80,90,0
763,80,91,0.82387366
764,80,92,0.954925999
765,80,93,0.957898514
766,80,94,0.72467841
767,80,95,0.92718379
768,80,97,0.501194388
769,80,100,0.652096407
770,81,82,0.985933915
771,81,85,0.858490676
772,81,86,0.821015816
773,81,87,0.780021967
774,81,88,0.837506238
775,81,89,0.634589501
776,81,90,0.868451119
777,81,91,0.788213315
778,81,92,0.965029427
779,81,96,0.711601373
780,81,98,0.769488319
781,81,99,0.859943827
782,81,100,0.896007014
783,82,83,0.960360567
784,82,84,0.741813049
785,82,87,0.809694203
786,82,88,0.651155528
787,82,89,0.684254494
788,82,90,0.664596621
789,82,91,0.809877143
790,82,92,0.88934486
791,82,93,0.517066553
792,82,94,0.64634212
793,82,97,0.93088888
794,82,98,0.986076268
795,82,99,0.921014416
796,82,100,0.564399019
797,83,84,0.609722627
798,83,85,0.605798113
799,83,86,0.853104666
800,83,87,0.76322682
801,83,89,0.729493242
802,83,90,0.765634817
803,83,92,0
804,83,93,0.648498717
805,83,95,0
806,83,96,0.794305441
807,83,97,0.902626878
808,83,99,0.913222218
809,83,100,0.87905801
810,84,86,0.881257149
811,84,87,0.831678822
812,84,88,0.887368711
813,84,90,0
814,84,91,0.956627057
815,84,92,0.767123999
816,84,96,0.963535302
817,84,97,0.787953984
818,84,98,0.920307824
819,84,99,0.87919861
820,84,100,0.750614024
821,85,86,0.767735005
822,85,87,0.957087277
823,85,89,0
824,85,90,0.940043078
825,85,91,0.891631784
826,85,92,0.799953547
827,85,93,0.756294805
828,85,95,0.546193744
829,85,96,0.813234581
830,85,97,0.649434451
831,85,98,0.754744697
832,86,87,0.853325688
833,86,88,0.763782087
834,86,89,0.947982686
835,86,90,0.532228978
836,86,91,0.716260672
837,86,92,0.894516219
838,86,93,0.510647935
839,86,95,0.9092827
840,86,96,0.791905154
841,86,97,0.921312681
842,86,100,0.875264701
843,87,88,0
844,87,89,0.572699178
845,87,90,0.843680492
846,87,91,0.853882358
847,87,92,0.899335958
848,87,94,0.809516747
849,87,95,0
850,87,96,0
851,87,97,0.824505433
852,87,98,0.97876881
853,87,99,0.675518156
854,87,100,0.688525534
855,88,90,0
856,88,91,0.776436291
857,88,92,0.690735661
858,88,94,0.58835398
859,88,95,0.964799213
860,88,96,0.886291861
861,88,97,0.663338131
862,88,98,0.958049424
863,88,100,0.722390715
864,89,90,0.664413933
865,89,91,0.86010881
866,89,92,0.743208378
867,89,93,0.665479436
868,89,94,0.91968856
869,89,96,0.836449102
870,89,97,0.581240581
871,89,99,0
872,89,100,0
873,90,91,0
874,90,92,0.937703759
875,90,93,0.786147753
876,90,95,0.706007154
877,90,96,0.878757632
878,90,99,0.614372491
879,90,100,0.956531239
880,91,92,0.830173137
881,91,95,0.615350164
882,91,96,0.725092153
883,91,97,0.939944748
884,91,98,0.688185053
885,91,99,0.9138474
886,91,100,0.604893611
887,92,93,0.524690453
888,92,95,0
889,92,97,0.69577577
890,92,98,0.719916354
891,92,99,0
892,92,100,0.581996476
893,93,94,0.681486652
894,93,95,0.732211885
895,93,96,0.77168514
896,93,97,0.758904515
897,93,98,0.628502567
898,93,99,0.605008545
899,93,100,0.591919218
900,94,95,0.910995905
901,94,96,0.9248018
902,94,97,0.944198939
903,94,98,0.954517677
904,94,99,0.690024226
905,94,100,0.974450385
906,95,96,0.737864676
907,95,97,0.810790823
908,95,98,0.915340319
909,95,99,0.825894755
910,95,100,0.587171138
911,96,99,0.953839123
912,96,100,0.840036296
913,97,100,0.880060279
914,98,99,0.73730794
915,98,100,0.734925395
916,99,100,0.919648313
