INTERACT,,,
Version 1,,,
Gene Pair,Gene A,Gene B,Score
289,27,35,0.844058102
290,27,36,0.633977612
291,27,77,0.673166419
292,27,94,0.77757052
293,28,29,0.592303889
294,28,30,0.908622121
295,28,31,0.956913301
296,28,32,0.920932126
297,28,33,0.758241528
298,28,34,0.797013841
299,28,35,0.901008325
300,28,36,0.949719347
301,28,38,0.669696242
302,28,62,0.976478159
303,28,85,0.826261589
304,29,30,0.900266321
305,29,31,0.908778139
306,29,33,0
307,29,34,0
308,29,35,0.953980073
309,29,36,0.893648545
310,29,38,0
311,29,49,0.797432354
312,29,50,0
313,29,59,0.553998796
314,29,83,0.906311971
315,30,31,0.719190615
316,30,35,0.681610016
317,30,36,0.923157624
318,30,50,0.951916307
319,30,65,0.712332323
320,31,32,0.68916132
321,31,33,0.644856998
322,31,34,0.584261642
323,31,35,0.834875137
324,31,36,0.952508357
325,31,41,0
326,31,66,0.548936367
327,31,67,0.890544117
328,31,87,0.922552692
329,31,89,0.811074931
330,32,33,0.97666128
331,32,34,0.920696262
332,32,35,0.922305548
333,32,36,0.900212453
334,32,89,0.922881499
335,33,34,0.734238587
336,33,35,0
337,33,36,0
338,33,82,0.965020858
339,34,35,0.836730291
340,34,36,0.76908719
341,34,98,0.963122187
342,35,48,0.833173271
343,35,89,0.81884973
344,35,94,0.518399293
345,36,40,0
346,36,48,0
347,36,55,0.767400782
348,36,63,0.845219409
349,36,91,0.885767571
350,37,38,0.874471042
351,37,39,0.705583632
352,37,40,0.89897954
353,37,41,0.828572409
354,37,42,0.52470659
355,37,45,0.852543825
356,37,46,0
357,37,47,0.934345386
358,37,48,0.865466892
359,37,49,0
360,37,50,0.511492874
361,37,51,0.910018392
362,37,52,0.917171099
363,37,53,0.675756046
364,37,54,0
365,37,55,0.66464165
366,37,65,0.939715515
367,37,90,0.573119086
368,38,39,0.714464282
369,38,40,0.917050986
370,38,41,0.674226875
371,38,42,0.620195345
372,38,43,0.987390755
373,38,45,0
374,38,46,0.915879844
375,38,47,0.86457982
376,38,48,0
377,38,49,0.980996872
378,38,50,0
379,38,51,0.828953528
380,38,52,0.947290021
381,38,54,0.767884169
382,38,56,0.778592084
383,38,82,0.857843569
384,39,40,0.685160381
385,39,41,0.926015719
386,39,42,0.944968501
387,39,43,0.783286156
388,39,44,0.835742387
389,39,46,0.779392152
390,39,47,0
391,39,48,0.730475529
392,39,51,0.757339106
393,39,52,0.906022308
394,39,53,0.926579049
395,39,56,0.79069112
396,39,86,0.830664754
397,39,89,0.808386503
398,39,95,0.919927758
399,40,42,0.8854479
400,40,43,0.844541357
401,40,44,0
402,40,45,0.740199621
403,40,46,0
404,40,47,0.821181457
405,40,49,0.873176513
406,40,50,0.908331102
407,40,51,0.786392645
408,40,52,0.77056591
409,40,53,0.872198972
410,40,54,0.952627953
411,40,55,0.941731895
412,40,56,0.728509428
413,40,86,0.890034375
414,40,94,0.777889981
415,41,43,0.81904237
416,41,47,0.907339257
417,41,48,0.867843148
418,41,49,0.914228041
419,41,50,0.7544669
420,41,51,0
421,41,52,0.601704894
422,41,53,0.602518426
423,41,54,0.855316781
424,41,55,0.689905801
425,41,56,0.695261616
426,41,58,0.943684529
427,41,63,0.546466379
428,42,43,0.660136515
429,42,44,0.894285382
430,42,45,0.757364574
431,42,46,0.88687613
432,42,47,0.656546824
433,42,48,0.7380029
434,42,49,0.97691216
435,42,51,0.984217121
436,42,52,0.785080136
437,42,53,0.707789174
438,42,54,0.932465076
439,42,55,0.780523065
440,42,56,0.951920226
441,42,84,0.862891192
442,42,94,0.892020375
443,42,100,0.746140635
444,43,44,0
445,43,45,0.983102423
446,43,46,0.848168667
447,43,47,0.72021943
448,43,48,0.927535203
449,43,49,0.848311558
450,43,51,0.622099035
451,43,52,0.764070658
452,43,53,0.569193402
453,43,54,0.811264096
454,43,55,0.532259371
455,43,56,0.859285825
456,43,63,0.97274945
457,43,95,0.799700491
458,44,45,0.953683491
459,44,46,0.628011235
460,44,48,0.897410635
461,44,50,0.819166535
462,44,51,0.770701911
463,44,53,0.520874651
464,44,54,0.859086776
465,44,56,0
466,44,73,0.879906858
467,44,82,0.881848449
468,44,87,0.816406087
469,45,47,0.641603426
470,45,48,0.895710747
471,45,49,0
472,45,50,0.584249719
473,45,52,0.750842262
474,45,54,0.936468641
475,45,55,0.744864111
476,45,92,0.761021882
477,45,95,0.800423158
478,46,47,0.843002548
479,46,48,0.96059625
480,46,50,0.779421373
481,46,51,0.787252337
482,46,52,0
483,46,54,0.743680827
484,46,55,0.664698574
485,46,56,0.865242619
486,46,100,0.72296828
487,47,48,0
488,47,49,0.813938658
489,47,50,0.816750679
490,47,51,0.980581447
491,47,52,0.63742769
492,47,53,0.906574849
493,47,54,0.741647619
494,47,55,0.788700341
495,47,56,0.908852933
496,47,79,0.652505101
497,48,49,0.656271949
498,48,51,0.910645129
499,48,53,0.871581123
500,48,54,0.820528196
501,48,60,0.772120806
502,48,74,0.776295659
503,48,99,0.773645906
504,49,50,0
505,49,52,0.806439943
506,49,53,0.884178376
507,49,54,0.823753643
508,49,56,0.866268039
509,49,62,0.9595885
510,49,64,0.91548226
511,50,51,0.94452901
512,50,52,0.84221647
513,50,53,0.674583846
514,50,55,0.956836946
515,50,56,0.936197973
516,51,52,0.656247359
517,51,53,0.931241005
518,51,54,0.938574478
519,51,56,0.81028072
520,51,82,0.606588588
521,52,53,0.880236411
522,52,54,0.769784945
523,52,56,0.623684091
524,52,60,0.712941806
525,53,54,0.553240131
526,53,55,0.61292346
527,53,56,0.508960721
528,53,77,0.950821654
529,53,80,0.88525188
530,53,83,0.875546679
531,55,56,0.855896263
532,56,70,0.897984827
533,57,58,0.900402127
534,57,60,0
535,57,61,0.847477278
536,57,62,0
537,57,63,0.728592415
538,57,65,0
539,57,66,0.575012871
540,57,67,0.877707314
541,57,68,0.89168446
542,57,69,0.905283645
543,57,71,0.824452814
544,57,72,0.783274256
545,57,73,0.777906049
546,57,74,0.614860672
547,57,76,0.864083742
548,57,77,0.942157205
549,57,78,0.802714867
550,58,59,0.751762869
551,58,60,0.509666369
552,58,61,0.929710627
553,58,63,0.976529271
554,58,64,0.885928294
555,58,66,0.781635443
556,58,67,0.768554334
557,58,68,0.731719019
558,58,70,0.820396346
559,58,71,0.618163088
560,58,72,0.828313087
561,58,73,0.761170602
562,58,74,0.677363431
563,58,75,0.683805442
564,58,76,0.816070761
565,59,61,0.751183558
566,59,62,0
567,59,63,0.641587498
568,59,64,0.882607284
569,59,65,0.706256739
570,59,66,0.828959912
571,59,67,0.961167865
572,59,68,0.732945421
573,59,69,0.857658769
574,59,70,0.69144784
575,59,71,0.814986441
576,59,72,0.698946817
577,59,73,0.80904061
578,59,74,0
579,59,75,0.938856304
580,59,76,0.936167223
581,59,77,0.750312547
582,60,61,0.860208611
583,60,62,0.947339584
584,60,64,0.947846545
585,60,65,0
586,60,67,0.926943941
587,60,68,0.883018198
588,60,69,0.966091605
589,60,70,0.712341028
590,60,71,0.775549741
591,60,72,0.8908776
592,60,73,0.919674519
593,60,74,0.857705617
594,60,75,0.556172462
595,60,77,0.858401658
596,60,78,0.90810402
597,60,80,0.702557606
598,61,63,0.748677151
599,61,65,0.864275595
600,61,66,0.825658038
601,61,69,0.618319357
602,61,70,0.873117852
603,61,71,0.716136441
604,61,72,0.840129336
605,61,73,0.568551872
606,61,74,0.89018733
607,61,75,0.764342557
608,61,76,0.952836292
609,61,77,0.8393695
610,61,78,0.877792916
611,62,63,0
612,62,64,0.733356011
613,62,66,0.88110875
614,62,67,0.833459204
615,62,68,0.80262068
616,62,69,0.71591603
617,62,70,0.61569947
618,62,71,0.622626264
619,62,72,0.769422326
620,62,74,0.887775048
621,62,75,0.970875725
622,62,76,0.94206928
623,62,77,0.760415812
624,62,78,0.910358393
625,63,64,0.588928959
626,63,65,0.535083115
627,63,66,0.725939435
628,63,67,0.841069005
629,63,68,0.957200722
630,63,69,0.510050954
631,63,70,0.600362225
632,63,71,0.842639822
633,63,72,0.949917036
634,63,73,0.80528743
635,63,75,0.574891724
636,63,76,0.91207003
637,63,77,0.953737034
638,63,78,0.884161372
639,63,90,0
640,64,66,0.895978607
641,64,67,0.654111647
642,64,68,0.635209831
643,64,69,0.656103238
644,64,70,0.776241959
645,64,72,0.851398747
646,64,73,0.905693108
647,64,74,0.922182923
648,64,75,0.718921118
649,64,77,0.913826704
650,64,78,0.932462446
651,65,66,0.754975974
652,65,67,0.563089506
653,65,68,0.969029119
654,65,70,0
655,65,71,0.70627325
656,65,72,0.867517776
657,65,73,0.866315173
658,65,75,0.898506965
659,65,77,0.891299374
660,65,79,0
661,66,67,0.758270156
662,66,68,0.65315121
663,66,69,0.571911296
664,66,70,0.889750394
665,66,71,0.962241177
666,66,72,0.719052106
667,66,73,0.622925645
668,66,75,0
669,66,76,0.854337734
670,66,77,0.561592217
671,66,78,0.792311688
672,67,68,0.729839947
673,67,69,0.852317206
674,67,71,0.967246523
675,67,72,0.945884049
676,67,73,0.94748631
677,67,74,0.528030825
678,67,75,0.516791787
679,67,76,0.798901127
680,67,77,0.6976749
681,67,78,0.664590644
682,67,93,0
683,67,99,0
684,68,69,0.84992148
685,68,71,0.579132677
686,68,72,0.848486794
687,68,73,0.89422333
688,68,74,0
689,68,76,0.929712803
690,68,78,0.846934692
691,69,70,0.76260659
692,69,71,0.521182547
693,69,72,0.882103095
694,69,73,0.742114475
695,69,74,0.967382528
696,69,75,0.95057409
697,69,76,0.748688819
698,69,84,0.872434275
699,70,72,0.728289815
700,70,73,0.91211031
701,70,74,0.851560049
702,70,75,0.689389778
703,70,77,0.931436225
704,70,78,0.556623623
705,71,72,0.582037112
706,71,73,0.845527718
707,71,75,0.540629541
708,71,76,0.567672576
709,71,77,0.83311945
710,71,78,0.945715745
711,71,89,0.640605363
712,72,73,0.679864017
713,72,74,0.844676414
714,72,75,0.81464409
715,72,76,0.935766182
716,72,77,0.713464512
717,72,78,0.530685292
718,72,83,0.783048063
719,72,88,0
720,73,74,0.557070174
721,73,75,0.629818303
722,73,76,0.826926656
723,73,77,0.710409575
724,73,78,0.977040689
725,74,76,0.815456671
726,74,77,0.747414874
727,74,78,0.739459028
728,75,76,0.960305728
729,75,77,0.758400986
730,75,78,0.841700457
731,75,95,0.888729179
732,76,77,0.620960848
733,76,78,0.565134882
734,76,85,0.691032183
735,77,97,0.563137208
736,77,99,0.764969381
737,78,82,0.926081061
738,79,80,0.851152283
739,79,81,0.839340393
740,79,82,0.793714513
741,79,84,0.926582692
742,79,85,0.795300916
743,79,86,0.895193712
744,79,87,0.883336906
745,79,89,0.845567186
746,79,90,0.891423282
747,79,91,0.883729852
748,79,92,0.7042083
749,79,93,0.658383383
750,79,94,0.627941199
751,79,95,0.810975369
752,79,97,0.633213813
753,79,99,0.980411958
754,79,100,0.742708556
755,80,81,0.849743791
756,80,83,0.568697245
757,80,84,0.881588196
758,80,85,0.561075593
759,80,87,0.986030638
760,80,88,0.878175169
761,80,89,0.75988333
762,80,90,0
763,80,91,0.600329444
764,80,92,0.768038409
765,80,93,0.800315323
766,80,94,0.548932204
767,80,95,0.977677806
768,80,97,0.699057128
769,80,100,0
770,81,82,0.982563452
771,81,85,0.697590136
772,81,86,0.849902383
773,81,87,0.82708955
774,81,88,0.777135255
775,81,89,0
776,81,90,0.743556014
777,81,91,0.834193863
778,81,92,0.828038582
779,81,96,0.905038519
780,81,98,0.9142168
781,81,99,0.929327186
782,81,100,0.846036698
783,82,83,0.97539517
784,82,84,0.733418568
785,82,87,0.932913716
786,82,88,0.544223812
787,82,89,0.763911077
788,82,90,0.860617601
789,82,91,0.750504214
790,82,92,0.839058144
791,82,93,0
792,82,94,0
793,82,97,0.840587101
794,82,98,0.962389545
795,82,99,0.878067548
796,82,100,0
797,83,84,0.678978369
798,83,85,0
799,83,86,0.660503207
800,83,87,0.885793842
801,83,89,0.796126294
802,83,90,0.770731836
803,83,92,0
804,83,93,0.899952823
805,83,95,0
806,83,96,0.751875799
807,83,97,0.917210254
808,83,99,0.848377871
809,83,100,0.660973154
810,84,86,0.784844573
811,84,87,0.879539253
812,84,88,0.850777287
813,84,90,0
814,84,91,0.986168466
815,84,92,0.53558958
816,84,96,0.993202611
817,84,97,0.902294582
818,84,98,0.985711368
819,84,99,0.865524748
820,84,100,0.734449647
821,85,86,0.685232894
822,85,87,0.958980409
823,85,89,0.804023507
824,85,90,0.88851454
825,85,91,0.750545648
826,85,92,0.90081393
827,85,93,0.788036707
828,85,95,0.862581149
829,85,96,0.891964011
830,85,97,0.884914697
831,85,98,0.876026898
832,86,87,0
833,86,88,0.547828352
834,86,89,0.783053298
835,86,90,0.834985672
836,86,91,0.903476444
837,86,92,0.868841205
838,86,93,0.826339524
839,86,95,0.970741366
840,86,96,0.867992412
841,86,97,0.790047439
842,86,100,0.968482407
843,87,88,0
844,87,89,0.829732879
845,87,90,0.86510122
846,87,91,0
847,87,92,0.895853277
848,87,94,0.749846025
849,87,95,0.851363187
850,87,96,0
851,87,97,0.813055838
852,87,98,0.97548296
853,87,99,0.609304828
854,87,100,0.735280886
855,88,90,0
856,88,91,0.809274558
857,88,92,0.946905583
858,88,94,0.597912879
859,88,95,0.874372514
860,88,96,0.923552109
861,88,97,0.896466928
862,88,98,0.850303725
863,88,100,0.831772827
864,89,90,0.761526669
865,89,91,0.899382097
866,89,92,0.794789933
867,89,93,0
868,89,94,0.693967524
869,89,96,0.876761873
870,89,97,0.697593817
871,89,99,0.704464685
872,89,100,0
873,90,91,0
874,90,92,0.954434465
875,90,93,0
876,90,95,0.906669079
877,90,96,0.743008473
878,90,99,0.918909459
879,90,100,0.933549056
880,91,92,0.902826418
881,91,95,0.625800691
882,91,96,0.724445652
883,91,97,0.81662674
884,91,98,0.77546382
885,91,99,0.788306731
886,91,100,0.901934883
887,92,93,0.733305865
888,92,95,0.876032396
889,92,97,0.863822935
890,92,98,0.874713093
891,92,99,0.655291103
892,92,100,0
893,93,94,0.892017593
894,93,95,0.816634902
895,93,96,0.937495847
896,93,97,0.755013934
897,93,98,0.737589313
898,93,99,0.599525613
899,93,100,0.517150759
900,94,95,0.957398655
901,94,96,0.728225436
902,94,97,0.783933105
903,94,98,0.882252011
904,94,99,0.733859848
905,94,100,0.952816586
906,95,96,0.818952205
907,95,97,0.814521473
908,95,98,0.846443909
909,95,99,0.85412423
910,95,100,0
911,96,99,0.887990632
912,96,100,0.848328778
913,97,100,0.679405879
914,98,99,0.770615687
915,98,100,0.730584701
916,99,100,0.84144618
